year_month,geography,segment,variety,timeframe,period,date,units_prior_year,units_current_year,unit_variance,dollars_prior_year,dollars_current_year,dollar_variance,avg_price_prior_year,avg_price_current_year,avg_price_variance
2018-12-01,Baltimore/Washington,avocados,hass,last 04 wks,12,2018-12-02,2751780.32,2687772.08,-0.023260665,4035892.16,3967618.61,-0.016916594,1.466647657,1.476173757,0.006495152
2020-08-01,Midsouth,avocados,hass,last 04 wks,8,2020-08-09,14635044.71,21028897.02,0.436886421,21168171.24,21521495.72,0.016691309,1.446402909,1.023424847,-0.292434466
2017-08-01,GrandRapids,avocados,hass,last 04 wks,8,2017-08-13,585864.94,598046.5,0.020792437,938268.35,947308.01,0.009634408,1.601509641,1.584003936,-0.010930752
2020-09-01,Boise,avocados,hass,last 04 wks,9,2020-09-06,416091.5,573237.51,0.377671762,649105.99,663735.29,0.022537614,1.560007811,1.157871351,-0.257778491
2018-07-01,Midsouth,avocados,hass,last 04 wks,7,2018-07-15,13000685.64,16708947.01,0.285235831,17516170.14,19810645.43,0.130991836,1.347326643,1.185630993,-0.120012212
2019-08-01,Tampa,avocados,hass,last 04 wks,8,2019-08-11,2063754.21,2003635.44,-0.03,2714184.13,2445410.46,-0.1,1.315168307,1.220486727,-0.07
2018-11-01,Portland,avocados,hass,last 04 wks,11,2018-11-04,2296325.36,2585562.6,0.125956559,2886469.99,3023796.17,0.047575821,1.256995215,1.169492539,-0.069612577
2020-07-01,Roanoke,avocados,hass,last 04 wks,7,2020-07-12,778054.85,1068561.51,0.373375553,1050152.04,1009811.73,-0.038413781,1.349714663,0.945019749,-0.299837384
2017-08-01,Midsouth,avocados,hass,last 04 wks,8,2017-08-13,12146948.38,12468983.32,0.026511592,16178432.05,16901446.12,0.044689996,1.331892714,1.355479086,0.017708913
2020-06-01,Northeast,avocados,hass,last 04 wks,6,2020-06-14,22939128.13,34122942.21,0.487543119,33652779.77,43849260.41,0.30299074,1.467047029,1.285037502,-0.12406523
2020-07-01,Dallas/FtWorth,avocados,hass,last 04 wks,7,2020-07-12,5815649.9,7975731.88,0.371425725,6521132.74,6122646.37,-0.061106925,1.121307653,0.767659503,-0.315389045
2018-07-01,Pittsburgh,avocados,hass,last 04 wks,7,2018-07-15,583810.8,663663.15,0.136777788,713525.05,787049.93,0.103044567,1.222185424,1.185917781,-0.02967442
2017-03-01,Boise,avocados,hass,last 04 wks,3,2017-03-26,323985.54,320161.06,-0.011804477,347353.21,435254.47,0.253060163,1.072125657,1.359485972,0.268028578
2020-02-01,Southeast,avocados,hass,last 04 wks,2,2020-02-23,26142234.12,25872955.99,-0.010300502,24181972.01,24578227.16,0.016386387,0.925015509,0.949958218,0.026964638
2018-03-01,SanDiego,avocados,hass,last 04 wks,3,2018-03-25,1721875.14,2187700.25,0.270533617,2359052.91,2427241.48,0.028905062,1.370048766,1.109494539,-0.190178797
2018-11-01,LasVegas,avocados,hass,last 04 wks,11,2018-11-04,1003322.82,1149320.13,0.145513794,1307001.41,1392153.75,0.065150917,1.302672863,1.211284579,-0.070154439
2017-01-01,GrandRapids,avocados,hass,last 04 wks,13,2017-01-01,634862.54,700107.25,0.102769822,706623.56,781314.82,0.105701627,1.113033949,1.115993042,0.002658583
2018-12-01,Denver,avocados,hass,last 04 wks,12,2018-12-02,3034370.09,2732475.21,-0.09949178,3508061.56,3362696.31,-0.041437485,1.156108667,1.230641104,0.064468367
2017-02-01,Northeast,avocados,hass,last 04 wks,2,2017-02-26,19871900.8,20817016.88,0.047560427,21837605.88,26529576.42,0.214857369,1.098918825,1.274417779,0.159701472
2020-07-01,Orlando,avocados,hass,last 04 wks,7,2020-07-12,1842136.55,2601805.3,0.412384603,2579008.43,2698504.56,0.046334137,1.40000937,1.037166217,-0.259171946
2020-05-01,Portland,avocados,hass,last 04 wks,5,2020-05-17,2647687.56,3898650.54,0.472473791,4060539.32,4784649.97,0.178328688,1.533617252,1.227257976,-0.199762539
2019-08-01,Atlanta,avocados,hass,last 04 wks,8,2019-08-11,2874372.92,2682778.14,-0.07,2867048.49,3583621.73,0.25,0.997451816,1.335787584,0.34
2018-09-01,Southeast,avocados,hass,last 04 wks,9,2018-09-09,12693190.34,18154492.99,0.43025453,20283264.27,23004842.04,0.13417849,1.597964241,1.267170725,-0.207009336
2018-08-01,Boise,avocados,hass,last 04 wks,8,2018-08-12,297397.99,403269.58,0.355992957,460472.86,525497.44,0.141212622,1.548338844,1.30309219,-0.1583934
2019-01-01,Nashville,avocados,hass,last 04 wks,1,2019-01-06,1140664.65,1268485.39,0.11,1140348.63,1215126.49,0.07,0.999722951,0.957934951,-0.04
2017-02-01,Sacramento,avocados,hass,last 04 wks,2,2017-02-26,2102128.94,2186937.97,0.040344352,2224483.58,2369550.68,0.065213833,1.058205107,1.08350155,0.023905047
2020-07-01,TotalUS,avocados,hass,last 04 wks,7,2020-07-12,157613545,219199520,0.390740371,225214794.7,236620091,0.050641861,1.428905077,1.079473582,-0.244544932
2019-12-01,Atlanta,avocados,hass,last 04 wks,12,2019-12-01,2168628,2629483,0.21,2257464,2649333,0.17,1.04,1.01,-0.03
2018-08-01,Syracuse,avocados,hass,last 04 wks,8,2018-08-12,314223.97,395813.32,0.259653489,419712.48,453812.99,0.08124731,1.335711213,1.146532891,-0.141631155
2017-12-01,West,avocados,hass,last 04 wks,13,2017-12-31,22565294.81,23361994.02,0.035306395,22599258.51,24044768.02,0.063962696,1.00150513,1.029225844,0.027679054
2019-12-01,NewYork,avocados,hass,last 04 wks,13,2019-12-29,6050337.1,6369485.32,0.052748833,8642662.29,8893320.38,0.029002416,1.428459629,1.396238461,-0.022556583
2017-01-01,Louisville,avocados,hass,last 04 wks,1,2017-01-29,377179.99,389334.08,0.032223581,380298.59,469543.37,0.234670289,1.008268201,1.206016617,0.1961268
2017-05-01,Nashville,avocados,hass,last 04 wks,5,2017-05-21,887499.88,1052574.12,0.185999169,858076.49,1161154.06,0.353205773,0.96684688,1.103156574,0.140983745
2020-05-01,Northeast,avocados,hass,last 04 wks,5,2020-05-17,22641905.8,31345516,0.384402721,33565987.13,42375429.39,0.262451458,1.482471813,1.351881698,-0.088089442
2020-07-01,Plains,avocados,hass,last 04 wks,7,2020-07-12,8830253.25,12230409.98,0.385057669,11722216.99,12044547.98,0.027497443,1.327506319,0.984803289,-0.258155479
2019-08-01,SanFrancisco,avocados,hass,last 04 wks,8,2019-08-11,3950932.9,3397875.66,-0.14,5709487.13,6275309.69,0.1,1.44509848,1.846833233,0.28
2019-11-01,West,avocados,hass,last 04 wks,11,2019-11-03,25486973.72,26833754.56,0.05,28156547.74,29654386.13,0.05,1.104742683,1.105115054,0
2019-01-01,GrandRapids,avocados,hass,last 04 wks,1,2019-01-06,865448.39,996671.45,0.15,1114655.56,1204270.04,0.08,1.287951509,1.2082919,-0.06
2017-01-01,Plains,avocados,hass,last 04 wks,13,2017-01-01,6247353.42,6824680.33,0.092411437,6584724,7044961.39,0.069894712,1.05400216,1.032277125,-0.020611946
2020-03-01,Midsouth,avocados,hass,last 04 wks,3,2020-03-22,17871418.98,19427902.11,0.087093427,18538685.65,22149612.38,0.194777925,1.037337084,1.140092855,0.099057262
2019-12-01,Southeast,avocados,hass,last 04 wks,13,2019-12-29,18450673.23,20127291.84,0.090870322,18863360.53,18295353.09,-0.030111678,1.022367059,0.908982353,-0.110904108
2018-05-01,Orlando,avocados,hass,last 04 wks,5,2018-05-20,1733212.68,2436967.25,0.406040515,2272936.68,2622938.57,0.153986643,1.311400907,1.076312605,-0.179265014
2020-02-01,Midsouth,avocados,hass,last 04 wks,2,2020-02-23,18296574.26,19179079.56,0.048233363,18137141.03,19293572.14,0.063760386,0.99128617,1.00596966,0.014812564
2019-08-01,Miami/FTLauderdale,avocados,hass,last 04 wks,8,2019-08-11,3033501.17,3162865.54,0.04,4129872.79,4278924.8,0.04,1.361421196,1.352863328,-0.01
2018-01-01,Chicago,avocados,hass,last 04 wks,1,2018-01-28,3423182.44,3675321.39,0.073656299,4163163.43,5452916.57,0.309801227,1.216167558,1.483657071,0.219944621
2017-01-01,Albany,avocados,hass,last 04 wks,1,2017-01-29,407688.25,414997.59,0.017928748,474096.2,526144.34,0.109783921,1.162889046,1.267825049,0.090237331
2019-12-01,Seattle,avocados,hass,last 04 wks,13,2019-12-29,2232842.77,2568537.69,0.150344182,3158563.88,3262635.24,0.032948949,1.414593057,1.270230627,-0.102052268
2018-06-01,SanDiego,avocados,hass,last 04 wks,6,2018-06-17,1961756.39,2380623.45,0.213516348,2700522.95,2554284.91,-0.054151749,1.376584251,1.072947891,-0.220572304
2017-05-01,Richmond/Norfolk,avocados,hass,last 04 wks,5,2017-05-21,1219705.37,1270607.44,0.041733087,1200766.36,1529564.56,0.273823627,0.984472471,1.203805764,0.222792713
2020-01-01,Louisville,avocados,hass,last 04 wks,1,2020-01-26,579846.12,614038.51,0.058968041,585373.22,541063.26,-0.075695229,1.009532012,0.881155255,-0.127164622
2019-03-01,Hartford/Springfield,avocados,hass,last 04 wks,3,2019-03-24,1509028.2,1675296.94,0.11,2072587.48,2253494.33,0.09,1.373458415,1.345131288,-0.02
2018-03-01,Detroit,avocados,hass,last 04 wks,3,2018-03-25,1114751.4,1875599.66,0.682527297,1650910.2,2152313.28,0.303713115,1.480967147,1.147533413,-0.225145935
2017-05-01,Buffalo/Rochester,avocados,hass,last 04 wks,5,2017-05-21,755617.81,693762.53,-0.081860537,825748.92,1110324.83,0.34462765,1.092812939,1.600439317,0.464513514
2019-09-01,Albany,avocados,hass,last 04 wks,9,2019-09-08,489044.1,446848.48,-0.09,642423.04,611796.03,-0.05,1.31363008,1.369135305,0.04
2020-08-01,Harrisburg/Scranton,avocados,hass,last 04 wks,8,2020-08-09,1320924.84,1763955.22,0.335394086,1576976.32,1824521.79,0.156974754,1.193842581,1.034335662,-0.133607999
2019-08-01,Jacksonville,avocados,hass,last 04 wks,8,2019-08-11,936436.67,761277.74,-0.19,1055552.07,1042754.92,-0.01,1.1272007,1.369743085,0.22
2020-04-01,Tampa,avocados,hass,last 04 wks,4,2020-04-19,2467429.54,2666732.17,0.080773382,2800045.09,3191190.27,0.139692458,1.134802451,1.196666957,0.054515661
2017-01-01,Buffalo/Rochester,avocados,hass,last 04 wks,13,2017-01-01,449226.16,472047.22,0.050800826,599719.85,647701.46,0.080006706,1.335006514,1.372111587,0.027793926
2017-09-01,Spokane,avocados,hass,last 04 wks,9,2017-09-10,283372.98,304490.63,0.074522454,383684.74,502851.36,0.310584726,1.353991972,1.651451015,0.219690404
2018-06-01,Southeast,avocados,hass,last 04 wks,6,2018-06-17,15555746.84,22313201.77,0.434402475,22128995.9,24755276.67,0.118680521,1.422560815,1.109445293,-0.22010695
2018-12-01,Richmond/Norfolk,avocados,hass,last 04 wks,13,2018-12-30,1015750.5,1115564.53,0.098266287,1057328.48,1097678.52,0.038162256,1.040933261,0.983966853,-0.054726282
2018-01-01,Plains,avocados,hass,last 04 wks,1,2018-01-28,7793854.28,9069072.68,0.163618456,8758780.33,10427112.67,0.190475417,1.123806016,1.149744085,0.023080557
2017-01-01,Jacksonville,avocados,hass,last 04 wks,13,2017-01-01,540085.67,612984.61,0.134976623,580469.34,666842.05,0.148798057,1.074772712,1.087860999,0.012177726
2019-06-01,SouthCarolina,avocados,hass,last 04 wks,6,2019-06-16,2255331,1910130.24,-0.15,2466438.63,2519309.87,0.02,1.093603835,1.318920468,0.21
2018-12-01,Chicago,avocados,hass,last 04 wks,13,2018-12-30,3685400.76,3124549.8,-0.15218181,4387952.51,3641757.93,-0.1700553,1.190631032,1.165530449,-0.021081748
2019-06-01,Boise,avocados,hass,last 04 wks,6,2019-06-16,458425.05,441433.29,-0.04,544923.04,625098.47,0.15,1.18868513,1.41606554,0.19
2020-06-01,California,avocados,hass,last 04 wks,6,2020-06-14,26096012.32,34733354.31,0.330983212,38436873.55,43739126.13,0.137947031,1.472902184,1.259283101,-0.14503277
2020-09-01,Tampa,avocados,hass,last 04 wks,9,2020-09-06,2142073.96,2538142.16,0.184899405,2226453.5,2210341.55,-0.007236598,1.039391516,0.870850177,-0.162153852
2017-05-01,Harrisburg/Scranton,avocados,hass,last 04 wks,5,2017-05-21,1299391.91,1149028.04,-0.115718644,1281496.26,1686556.86,0.316084106,0.986227673,1.467811752,0.488309233
2019-06-01,NewOrleans/Mobile,avocados,hass,last 04 wks,6,2019-06-16,1524709.19,1445738.31,-0.05,1496229.99,1510732.62,0.01,0.981321553,1.044955791,0.07
2017-11-01,Buffalo/Rochester,avocados,hass,last 04 wks,11,2017-11-05,449851.27,458958.92,0.020245914,692195.95,648674.19,-0.062874913,1.538721787,1.413360024,-0.081471364
2018-12-01,Portland,avocados,hass,last 04 wks,12,2018-12-02,2123448.98,1904076.38,-0.10330957,2495202.29,2450836.22,-0.01778055,1.175070517,1.287152262,0.095382995
2019-08-01,Orlando,avocados,hass,last 04 wks,8,2019-08-11,2019241.62,1782632.05,-0.12,2461686.87,2270373.75,-0.08,1.219114565,1.273607613,0.05
2019-04-01,Buffalo/Rochester,avocados,hass,last 04 wks,4,2019-04-21,838424.62,836575.62,0,954040,1049473.81,0.1,1.137895974,1.254487682,0.1
2020-03-01,TotalUS,avocados,hass,last 04 wks,3,2020-03-22,193263186.5,196253852.4,0.015474576,190977732.8,226841237,0.187788931,0.988174397,1.155856225,0.169688497
2018-11-01,Detroit,avocados,hass,last 04 wks,11,2018-11-04,1253144.22,1966981.87,0.569637268,1693597.33,1971845.47,0.164294154,1.351478388,1.002472621,-0.258239991
2018-04-01,Northeast,avocados,hass,last 04 wks,4,2018-04-22,16974208.96,24742070.63,0.457627315,27467734.64,30801452.43,0.121368501,1.618204106,1.244901968,-0.230689155
2017-02-01,Midsouth,avocados,hass,last 04 wks,2,2017-02-26,13676654.44,14591656.23,0.066902457,13828447.01,16403800.51,0.186235916,1.011098662,1.124190445,0.111850393
2018-11-01,Albany,avocados,hass,last 04 wks,11,2018-11-04,296886.48,389242.22,0.31108099,478452.4,512395.95,0.070944466,1.611566818,1.316393556,-0.183159184
2018-08-01,Cincinnati/Dayton,avocados,hass,last 04 wks,8,2018-08-12,1005026.62,1267902.71,0.261561321,1463372.8,1418928.2,-0.030371345,1.456053771,1.119114415,-0.231405847
2017-08-01,Syracuse,avocados,hass,last 04 wks,8,2017-08-13,303992.52,314223.97,0.033656914,405637.25,419712.48,0.034699057,1.334365892,1.335711213,0.00100821
2017-07-01,Orlando,avocados,hass,last 04 wks,7,2017-07-16,1596122.89,1500470.41,-0.059928017,1766393.68,2119516.31,0.199911624,1.106677745,1.412567883,0.276403984
2019-10-01,Roanoke,avocados,hass,last 04 wks,10,2019-10-06,731706.29,729609.6,0,829411.53,908628.04,0.1,1.133530682,1.245361958,0.1
2018-01-01,Sacramento,avocados,hass,last 04 wks,1,2018-01-28,2022144.82,2030091.06,0.00392961,2248564.77,2600500.56,0.156515745,1.111970195,1.280977298,0.151988878
2019-01-01,SouthCarolina,avocados,hass,last 04 wks,1,2019-01-06,1804801.49,2266224.98,0.26,2140809.91,2316906.27,0.08,1.186174724,1.02236375,-0.14
2019-06-01,Detroit,avocados,hass,last 04 wks,6,2019-06-16,2389706.86,2269258.4,-0.05,2708444.4,2658025.23,-0.02,1.133379347,1.17131889,0.03
2018-09-01,Baltimore/Washington,avocados,hass,last 04 wks,9,2018-09-09,3014148.39,3789971.19,0.257393698,4765131.09,4989543.77,0.047094755,1.5809212,1.316512322,-0.167249878
2017-10-01,Sacramento,avocados,hass,last 04 wks,10,2017-10-08,1604813.01,1370298.71,-0.146131854,2266364.21,2303790.44,0.016513776,1.41222946,1.681232291,0.190480966
2018-12-01,West,avocados,hass,last 04 wks,13,2018-12-30,23361994.02,25636809.4,0.097372484,24044768.02,27507472.03,0.144010706,1.029225844,1.072967841,0.042499901
2017-10-01,Atlanta,avocados,hass,last 04 wks,10,2017-10-08,1661742.46,1714352.41,0.031659509,2332893.1,2741457.54,0.175132088,1.403883668,1.59912135,0.139069701
2018-04-01,Atlanta,avocados,hass,last 04 wks,4,2018-04-22,1851796.79,2940961.1,0.588166216,2626175.21,2874553.53,0.09457797,1.418176781,0.977419773,-0.310791302
2019-07-01,StLouis,avocados,hass,last 04 wks,7,2019-07-14,929740.67,845994.22,-0.09,1118102.9,1301901.8,0.16,1.202596526,1.538901531,0.28
2017-12-01,Phoenix/Tucson,avocados,hass,last 04 wks,13,2017-12-31,4173941.41,4414983.37,0.057749244,2908083.75,3183103.77,0.094570873,0.696723663,0.720977522,0.034811303
2018-11-01,Richmond/Norfolk,avocados,hass,last 04 wks,11,2018-11-04,931951.13,1140431.35,0.223702953,1247172.01,1191192.72,-0.044884979,1.338237564,1.044510676,-0.219487852
2019-10-01,Nashville,avocados,hass,last 04 wks,10,2019-10-06,1045687.5,1081010.81,0.03,1127603.97,1257214.03,0.11,1.078337429,1.162998574,0.08
2019-12-01,Buffalo/Rochester,avocados,hass,last 04 wks,13,2019-12-29,626010.38,653996.21,0.044705057,732402.08,717425.28,-0.020448877,1.169951974,1.096986908,-0.062365865
2020-05-01,Boston,avocados,hass,last 04 wks,5,2020-05-17,3002979.56,4047789.34,0.347924373,4631191,5969880.55,0.289059456,1.542198642,1.474849615,-0.043670786
2020-07-01,LasVegas,avocados,hass,last 04 wks,7,2020-07-12,1459051.21,1882467.37,0.290199657,1941455.6,1855724.46,-0.044158177,1.330628827,0.985793693,-0.259152009
2018-03-01,Pittsburgh,avocados,hass,last 04 wks,3,2018-03-25,538019.41,624526.88,0.160788753,659403.09,736668.98,0.117175505,1.225612083,1.179563288,-0.03757208
2018-01-01,Midsouth,avocados,hass,last 04 wks,1,2018-01-28,13205610.14,15387766.69,0.165244659,16217117.18,18584830.24,0.14600086,1.22804755,1.207766573,-0.016514814
2017-04-01,NorthernNewEngland,avocados,hass,last 04 wks,4,2017-04-23,1964946.05,1937397.4,-0.014020054,2142260.57,2718766.4,0.269110975,1.090238874,1.403308583,0.287156985
2018-12-01,Baltimore/Washington,avocados,hass,last 04 wks,13,2018-12-30,3218439.06,3104652.73,-0.035354508,4084419.37,4222674.62,0.033849426,1.269068419,1.360111738,0.071740276
2018-03-01,NewYork,avocados,hass,last 04 wks,3,2018-03-25,5477683.61,7573763.02,0.382657992,8920092.37,10321428.27,0.15709881,1.628442423,1.362787328,-0.163134472
2017-10-01,TotalUS,avocados,hass,last 04 wks,10,2017-10-08,114353128,104858089,-0.083032613,152741845.6,170671775.5,0.11738715,1.335703257,1.627645297,0.218568038
2020-08-01,TotalUS,avocados,hass,last 04 wks,8,2020-08-09,147339767.6,212184255.9,0.440101742,213342705.6,217993802.7,0.02180106,1.447964179,1.027379726,-0.290466062
2019-08-01,Boise,avocados,hass,last 04 wks,8,2019-08-11,403269.58,367093.7,-0.09,525497.44,643628.63,0.23,1.30309219,1.753308842,0.35
2019-04-01,Indianapolis,avocados,hass,last 04 wks,4,2019-04-21,925875.05,1085017.36,0.17,963375.04,1030878.44,0.07,1.040502215,0.950103176,-0.09
2018-11-01,NewOrleans/Mobile,avocados,hass,last 04 wks,11,2018-11-04,1007798.46,1151638.61,0.142727098,1295331.29,1265316.03,-0.023171879,1.285307868,1.098709282,-0.145178125
2020-07-01,Atlanta,avocados,hass,last 04 wks,7,2020-07-12,2851032.67,3827739.95,0.342580178,3713553.11,3628863.64,-0.022805509,1.302529132,0.948043411,-0.272151856
2017-01-01,SanDiego,avocados,hass,last 04 wks,1,2017-01-29,2074646.06,2378295.16,0.146361881,1966407.13,2144700.95,0.09066984,0.947827761,0.901780816,-0.048581553
2017-04-01,Atlanta,avocados,hass,last 04 wks,4,2017-04-23,2070090.8,1851796.79,-0.105451418,2045881.15,2626175.21,0.283640162,0.98830503,1.418176781,0.434958578
2020-05-01,StLouis,avocados,hass,last 04 wks,5,2020-05-17,1026405.72,1260944.4,0.228504845,1231320.82,1360022.19,0.104523019,1.199643373,1.078574273,-0.100920909
2019-11-01,GreatLakes,avocados,hass,last 04 wks,11,2019-11-03,15127000.74,15465410.49,0.02,16822715.43,16888302.57,0,1.11209854,1.092004805,-0.02
2020-02-01,Spokane,avocados,hass,last 04 wks,2,2020-02-23,480182.53,503555.11,0.048674366,542228.29,571008.47,0.053077607,1.129212864,1.133954276,0.004198864
2018-11-01,Nashville,avocados,hass,last 04 wks,11,2018-11-04,812200,1032464.11,0.271194423,1033946.29,1008660.43,-0.02445568,1.273019318,0.976944787,-0.232576621
2020-02-01,Baltimore/Washington,avocados,hass,last 04 wks,2,2020-02-23,4219776.22,4607296.66,0.091834358,5005780.89,5513228.86,0.101372389,1.186266908,1.196629882,0.008735786
2019-03-01,SanDiego,avocados,hass,last 04 wks,3,2019-03-24,2187700.25,2540815.3,0.16,2427241.48,2655707.73,0.09,1.109494539,1.045218726,-0.06
2020-09-01,Sacramento,avocados,hass,last 04 wks,9,2020-09-06,1890007.31,2600249.62,0.375788129,3085160.04,3105873.05,0.006713755,1.632353496,1.194451881,-0.268263961
2018-12-01,Roanoke,avocados,hass,last 04 wks,13,2018-12-30,617217.23,692032.07,0.121213142,621626.96,658169.44,0.058785224,1.007144535,0.951067831,-0.055678904
2017-04-01,SanFrancisco,avocados,hass,last 04 wks,4,2017-04-23,3536192.25,2977080.05,-0.15811137,4413292.99,4824162.22,0.093098109,1.248035366,1.620434163,0.298388016
2017-06-01,Harrisburg/Scranton,avocados,hass,last 04 wks,6,2017-06-18,1152546.99,1102282.41,-0.04361174,1344433.76,1640804.34,0.220442679,1.166489325,1.488551686,0.276095421
2020-02-01,Portland,avocados,hass,last 04 wks,2,2020-02-23,3215536.19,3493960.34,0.086587161,3526748.58,3689460.65,0.046136566,1.09678398,1.055953786,-0.037227197
2017-02-01,Pittsburgh,avocados,hass,last 04 wks,2,2017-02-26,369548.45,494074.82,0.336968996,451492.87,592327.3,0.311930574,1.221742021,1.198861541,-0.01872775
2019-07-01,GreatLakes,avocados,hass,last 04 wks,7,2019-07-14,19754763.3,15006021.14,-0.24,21076549.39,22381819.48,0.06,1.066909741,1.491522588,0.4
2019-02-01,Detroit,avocados,hass,last 04 wks,2,2019-02-24,2213900.08,2328835.22,0.05,1985302.84,2218855.99,0.12,0.896744554,0.952775006,0.06
2018-06-01,Richmond/Norfolk,avocados,hass,last 04 wks,6,2018-06-17,1121659.38,1493167.71,0.331213144,1512283.72,1695296.94,0.121017781,1.34825576,1.135369409,-0.157897602
2017-01-01,SanDiego,avocados,hass,last 04 wks,13,2017-01-01,1824072.69,1775492.79,-0.026632656,1718326.69,1802410.13,0.048933326,0.94202753,1.01516049,0.07763357
2017-02-01,Nashville,avocados,hass,last 04 wks,2,2017-02-26,850827.58,1053480.7,0.238183534,803166.01,879549.79,0.095103352,0.943982105,0.834898817,-0.115556521
2019-05-01,Midsouth,avocados,hass,last 04 wks,5,2019-05-19,19839440.77,17668282.78,-0.11,21075473.04,22090130.87,0.05,1.06230177,1.250270394,0.18
2018-08-01,NewYork,avocados,hass,last 04 wks,8,2018-08-12,5706217.96,8024432.36,0.406261103,8821132.05,9703094.68,0.09998293,1.545880671,1.209193902,-0.217796092
2017-12-01,Boise,avocados,hass,last 04 wks,13,2017-12-31,273591.47,313897.14,0.147320638,327836.93,369825.44,0.128077426,1.198271752,1.178173971,-0.016772306
2017-01-01,Baltimore/Washington,avocados,hass,last 04 wks,13,2017-01-01,2837249.6,2647937.04,-0.066723971,3144180.68,3514427.91,0.117756347,1.10817909,1.327232429,0.19766962
2017-10-01,Denver,avocados,hass,last 04 wks,10,2017-10-08,2440955.73,2270700.45,-0.069749434,3351811.62,3507684.49,0.046504066,1.373155432,1.544758795,0.124970093
2020-03-01,Portland,avocados,hass,last 04 wks,3,2020-03-22,3273662.21,3316729.06,0.013155557,3570643,4291581.46,0.20190718,1.090718214,1.293919817,0.186300733
2018-11-01,NorthernNewEngland,avocados,hass,last 04 wks,11,2018-11-04,1281729.08,1891500.94,0.475741613,1969715.81,2358558.32,0.197410463,1.536764548,1.246924212,-0.188604257
2019-02-01,Hartford/Springfield,avocados,hass,last 04 wks,2,2019-02-24,1449728.37,1713760.34,0.18,2123051.9,2122700.58,0,1.464448061,1.238621603,-0.15
2018-11-01,Cincinnati/Dayton,avocados,hass,last 04 wks,11,2018-11-04,975438.68,1271189.78,0.303198044,1407091.9,1151949.37,-0.181326131,1.442522148,0.906197791,-0.371796272
2019-07-01,Atlanta,avocados,hass,last 04 wks,7,2019-07-14,3041629.92,2822651.22,-0.07,2941451.31,3647217.6,0.24,0.967064169,1.292124785,0.34
2020-03-01,SouthCarolina,avocados,hass,last 04 wks,3,2020-03-22,2187411.72,2366781.04,0.082000713,2232592.79,2607999.85,0.168148469,1.020655037,1.101918515,0.079618946
2020-08-01,GreatLakes,avocados,hass,last 04 wks,8,2020-08-09,14508522.21,22881738.4,0.577123987,23052128.96,22820617.46,-0.010042955,1.588868158,0.997328833,-0.372302335
2019-02-01,Southeast,avocados,hass,last 04 wks,2,2019-02-24,21354894.94,26142234.12,0.22,22882382.48,24181972.01,0.06,1.071528684,0.925015509,-0.14
2020-09-01,Chicago,avocados,hass,last 04 wks,9,2020-09-06,3320143.53,4273340.05,0.287094974,4937132.78,5256383.22,0.064663126,1.4870239,1.230040942,-0.172816965
2018-12-01,Seattle,avocados,hass,last 04 wks,12,2018-12-02,1843238.6,1664109.04,-0.097181971,2650829.76,2569815.14,-0.030561985,1.43813707,1.544258867,0.073791156
2017-03-01,LasVegas,avocados,hass,last 04 wks,3,2017-03-26,1313086.36,1152330.31,-0.122426106,1195759.08,1418189.28,0.186015899,0.910647705,1.230714204,0.351471263
2020-02-01,Plains,avocados,hass,last 04 wks,2,2020-02-23,10733104.87,10665680.62,-0.006281896,9914636.03,9875952.63,-0.003901646,0.923743516,0.925956156,0.002395297
2018-06-01,Boston,avocados,hass,last 04 wks,6,2018-06-17,2281864.09,4034092.48,0.767893407,4053245.78,4695244.34,0.158391224,1.776287114,1.163891101,-0.344761839
2019-01-01,Albany,avocados,hass,last 04 wks,1,2019-01-06,441313.06,540678.15,0.23,560090.98,619386.35,0.11,1.269146623,1.14557311,-0.1
2019-11-01,LosAngeles,avocados,hass,last 04 wks,11,2019-11-03,11540132.36,12599433.26,0.09,12165563.05,13541324.4,0.11,1.054196145,1.074756628,0.02
2019-12-01,GreatLakes,avocados,hass,last 04 wks,13,2019-12-29,15383160.97,15474734.81,0.005952862,16248634.88,15112115.56,-0.069945526,1.056261123,0.976567014,-0.07544925
2017-12-01,Orlando,avocados,hass,last 04 wks,12,2017-12-03,992905.25,1294244.33,0.303492282,1447799.26,1716078.19,0.185301193,1.45814443,1.325930622,-0.090672642
2018-06-01,Northeast,avocados,hass,last 04 wks,6,2018-06-17,18057739.64,28527172.32,0.57977537,30368230.73,33696872.18,0.109609331,1.681729349,1.1812202,-0.297615755
2020-04-01,TotalUS,avocados,hass,last 04 wks,4,2020-04-19,189287407.3,203200031.2,0.073499997,203068351.5,241378120,0.18865455,1.072804337,1.187884266,0.107270194
2018-09-01,Atlanta,avocados,hass,last 04 wks,9,2018-09-09,1942931.14,2817882.27,0.450325342,2980728.81,3066974.11,0.028934299,1.534140222,1.088396823,-0.29054932
2018-10-01,Denver,avocados,hass,last 04 wks,10,2018-10-07,2270700.45,3240410.08,0.427053084,3507684.49,4129422.97,0.1772504,1.544758795,1.27435197,-0.175047927
2017-10-01,Baltimore/Washington,avocados,hass,last 04 wks,10,2017-10-08,2995641.82,3024911.14,0.009770634,4578654.86,4797552.42,0.047808268,1.52843869,1.586014332,0.037669579
2017-08-01,GreatLakes,avocados,hass,last 04 wks,8,2017-08-13,12234893.3,13325719.75,0.089157006,17657403.69,19675119.73,0.114270256,1.443200464,1.476477076,0.023057512
