,date,avg_price,org_pred,geography
7841,3/15/2020,1.14,1.492175025,Roanoke
7933,3/15/2020,1.75,1.412050874,Sacramento
7961,3/15/2020,2.34,1.417874077,SanDiego
7771,3/15/2020,1.98,1.577642353,SanFrancisco
7911,3/15/2020,1.93,1.433726407,Seattle
7804,3/15/2020,1.68,1.43583185,SouthCarolina
7890,3/15/2020,1.48,1.464983016,SouthCentral
7964,3/15/2020,2.08,1.371767986,Spokane
7787,3/15/2020,2.06,1.498075683,StLouis
7790,3/15/2020,1.47,1.417864802,Syracuse
7925,3/15/2020,1.16,1.404532527,Tampa
7934,3/15/2020,1.62,1.457494692,WestTex/NewMexico
7769,3/22/2020,1.51,1.54281126,Albany
7799,3/22/2020,1.44,1.500829487,Atlanta
7954,3/22/2020,1.46,1.402662785,Baltimore/Washington
7850,3/22/2020,1.88,1.330813632,Boise
7789,3/22/2020,1.93,1.486124744,Boston
7748,3/22/2020,1.37,1.489230269,Buffalo/Rochester
7838,3/22/2020,1.5,1.441314154,Charlotte
7736,3/22/2020,1.79,1.469841042,Chicago
7965,3/22/2020,1.2,1.4815252,Cincinnati/Dayton
7840,3/22/2020,1.14,1.404967805,Columbus
7823,3/22/2020,1.39,1.411965283,Dallas/FtWorth
7885,3/22/2020,1.5,1.467316431,Denver
7765,3/22/2020,1.21,1.453463694,Detroit
7914,3/22/2020,0.97,1.420896695,GrandRapids
7761,3/22/2020,1.23,1.445336365,GreatLakes
7857,3/22/2020,1.43,1.490224167,Harrisburg/Scranton
7831,3/22/2020,2.04,1.451681983,Hartford/Springfield
7752,3/22/2020,1.63,1.411848449,Houston
7776,3/22/2020,1.13,1.489130358,Indianapolis
7822,3/22/2020,1.04,1.444844135,Jacksonville
7729,3/22/2020,1.54,1.472460275,LasVegas
7930,3/22/2020,1.98,1.450944045,LosAngeles
7797,3/22/2020,1.02,1.430393725,Louisville
7901,3/22/2020,1.14,1.427145007,Miami/FtLauderdale
7963,3/22/2020,1.47,1.386804109,Nashville
7737,3/22/2020,1.29,1.495890589,NewOrleans/Mobile
7895,3/22/2020,1.91,1.378624303,NewYork
7832,3/22/2020,1.7,1.513028982,NorthernNewEngland
7955,3/22/2020,1.11,1.423487697,Orlando
7788,3/22/2020,1.71,1.422594848,Philadelphia
7852,3/22/2020,1.53,1.443006937,Phoenix/Tucson
7902,3/22/2020,1.2,1.404734138,Pittsburgh
7763,3/22/2020,1.53,1.439686866,Plains
7942,3/22/2020,2.06,1.442510802,Portland
7872,3/22/2020,1.92,1.413312447,Raleigh/Greensboro
7785,3/22/2020,1.72,1.349581672,Richmond/Norfolk
7747,3/22/2020,1.27,1.479807277,Roanoke
7875,3/22/2020,1.69,1.444306669,Sacramento
7921,3/22/2020,1.99,1.478267939,SanDiego
7762,3/22/2020,1.91,1.56237118,SanFrancisco
7920,3/22/2020,1.96,1.450977566,Seattle
7950,3/22/2020,1.5,1.484471258,SouthCarolina
7929,3/22/2020,1.46,1.430842021,SouthCentral
7858,3/22/2020,1.97,1.472519994,Spokane
7732,3/22/2020,2.15,1.505362641,StLouis
7834,3/22/2020,1.55,1.410558888,Syracuse
7889,3/22/2020,1.07,1.393727223,Tampa
7868,3/22/2020,1.61,1.422762288,WestTex/NewMexico
7835,3/29/2020,1.49,1.450011737,Albany
7897,3/29/2020,1.6,1.503018975,Atlanta
7794,3/29/2020,1.39,1.45122067,Baltimore/Washington
7808,3/29/2020,1.86,1.475981388,Boise
7833,3/29/2020,1.86,1.510378994,Boston
7781,3/29/2020,1.39,1.465863986,Buffalo/Rochester
7810,3/29/2020,1.62,1.475673683,Charlotte
7918,3/29/2020,1.94,1.432297557,Chicago
7865,3/29/2020,1.42,1.484505348,Cincinnati/Dayton
7842,3/29/2020,1.25,1.505914508,Columbus
7846,3/29/2020,1.22,1.498991882,Dallas/FtWorth
7894,3/29/2020,1.22,1.490395186,Denver
7815,3/29/2020,1.43,1.461105626,Detroit
7817,3/29/2020,1.24,1.509631618,GrandRapids
7745,3/29/2020,1.5,1.48736313,GreatLakes
7780,3/29/2020,1.15,1.416814522,Harrisburg/Scranton
7742,3/29/2020,1.98,1.508747801,Hartford/Springfield
7793,3/29/2020,1.41,1.53007381,Houston
7749,3/29/2020,1.47,1.502516168,Indianapolis
7913,3/29/2020,1.22,1.38280655,Jacksonville
7957,3/29/2020,1.4,1.397237108,LasVegas
7887,3/29/2020,1.7,1.457502665,LosAngeles
7962,3/29/2020,1.18,1.444985783,Louisville
7791,3/29/2020,1.21,1.457322045,Miami/FtLauderdale
7805,3/29/2020,1.61,1.410217337,Nashville
7869,3/29/2020,1.33,1.493693615,NewOrleans/Mobile
7849,3/29/2020,1.78,1.383903288,NewYork
7825,3/29/2020,1.69,1.4412607,NorthernNewEngland
7786,3/29/2020,1.16,1.501663349,Orlando
7904,3/29/2020,1.62,1.516045579,Philadelphia
7777,3/29/2020,1.48,1.415601846,Phoenix/Tucson
7783,3/29/2020,1.25,1.39539926,Pittsburgh
7886,3/29/2020,1.5,1.400857806,Plains
7947,3/29/2020,1.85,1.468027439,Portland
7830,3/29/2020,1.57,1.421329776,Raleigh/Greensboro
7856,3/29/2020,1.38,1.348087327,Richmond/Norfolk
7756,3/29/2020,1.35,1.492438714,Roanoke
7802,3/29/2020,1.82,1.408577113,Sacramento
7867,3/29/2020,2.1,1.40513199,SanDiego
7919,3/29/2020,1.95,1.49745287,SanFrancisco
7941,3/29/2020,1.95,1.400097982,Seattle
7848,3/29/2020,1.52,1.478838112,SouthCarolina
7908,3/29/2020,1.35,1.482936395,SouthCentral
7774,3/29/2020,1.87,1.389241014,Spokane
7871,3/29/2020,2.25,1.373546523,StLouis
7743,3/29/2020,1.5,1.520901001,Syracuse
7939,3/29/2020,1.15,1.411698909,Tampa
7806,3/29/2020,1.6,1.37259599,WestTex/NewMexico
8065,4/5/2020,1.58,1.511257604,Albany
8099,4/5/2020,1.54,1.494553025,Atlanta
8144,4/5/2020,1.61,1.531951932,Baltimore/Washington
7970,4/5/2020,1.73,1.472537161,Boise
8016,4/5/2020,1.87,1.531307477,Boston
8113,4/5/2020,1.49,1.379996039,Buffalo/Rochester
8087,4/5/2020,1.61,1.497390873,Charlotte
8132,4/5/2020,1.89,1.467547494,Chicago
8042,4/5/2020,1.39,1.524432772,Cincinnati/Dayton
7995,4/5/2020,1.23,1.491623483,Columbus
8093,4/5/2020,1.26,1.545557659,Dallas/FtWorth
8073,4/5/2020,1.34,1.558583938,Denver
8142,4/5/2020,1.45,1.546113269,Detroit
8003,4/5/2020,1.49,1.557575558,GrandRapids
8044,4/5/2020,1.51,1.469339211,GreatLakes
8007,4/5/2020,1.43,1.496278515,Harrisburg/Scranton
7968,4/5/2020,2.05,1.592884481,Hartford/Springfield
8018,4/5/2020,1.23,1.503677424,Houston
8035,4/5/2020,1.47,1.531848117,Indianapolis
8066,4/5/2020,1.34,1.496287709,Jacksonville
8062,4/5/2020,1.49,1.462331727,LasVegas
8151,4/5/2020,1.63,1.528331072,LosAngeles
8139,4/5/2020,1.19,1.538908241,Louisville
8115,4/5/2020,1.26,1.432255575,Miami/FtLauderdale
8106,4/5/2020,1.57,1.533832983,Nashville
7978,4/5/2020,1.29,1.510818421,NewOrleans/Mobile
7974,4/5/2020,1.88,1.544160377,NewYork
8071,4/5/2020,1.75,1.543192514,NorthernNewEngland
8092,4/5/2020,1.17,1.487025647,Orlando
7989,4/5/2020,1.76,1.530804426,Philadelphia
8094,4/5/2020,1.51,1.509366871,Phoenix/Tucson
8021,4/5/2020,1.21,1.463562383,Pittsburgh
8037,4/5/2020,1.46,1.500660095,Plains
8047,4/5/2020,1.83,1.513661314,Portland
8145,4/5/2020,1.57,1.497324483,Raleigh/Greensboro
8022,4/5/2020,1.54,1.512303736,Richmond/Norfolk
8013,4/5/2020,1.32,1.538455715,Roanoke
7973,4/5/2020,1.85,1.533649028,Sacramento
8031,4/5/2020,1.92,1.527482646,SanDiego
7979,4/5/2020,2.05,1.512778066,SanFrancisco
8072,4/5/2020,2.04,1.548803611,Seattle
8107,4/5/2020,1.52,1.471072268,SouthCarolina
7966,4/5/2020,1.33,1.471139634,SouthCentral
8030,4/5/2020,1.89,1.445036796,Spokane
8067,4/5/2020,2.21,1.515683119,StLouis
8104,4/5/2020,1.62,1.55238371,Syracuse
8041,4/5/2020,1.18,1.4514318,Tampa
8117,4/5/2020,1.67,1.503429519,WestTex/NewMexico
7985,4/12/2020,1.64,1.53542488,Albany
8029,4/12/2020,1.57,1.507600701,Atlanta
7992,4/12/2020,1.59,1.504592321,Baltimore/Washington
8040,4/12/2020,1.72,1.522873013,Boise
8006,4/12/2020,1.91,1.526077716,Boston
8056,4/12/2020,1.54,1.53673234,Buffalo/Rochester
8116,4/12/2020,1.59,1.507480857,Charlotte
8033,4/12/2020,1.83,1.528299585,Chicago
7996,4/12/2020,1.58,1.545045089,Cincinnati/Dayton
8034,4/12/2020,1.32,1.475849096,Columbus
8004,4/12/2020,1.27,1.550779854,Dallas/FtWorth
7987,4/12/2020,1.34,1.502282257,Denver
8143,4/12/2020,1.46,1.538472638,Detroit
7972,4/12/2020,1.58,1.41558419,GrandRapids
8156,4/12/2020,1.55,1.56492858,GreatLakes
8077,4/12/2020,1.42,1.477076661,Harrisburg/Scranton
8149,4/12/2020,1.98,1.496360038,Hartford/Springfield
8089,4/12/2020,1.31,1.511318055,Houston
7986,4/12/2020,1.47,1.477677588,Indianapolis
8098,4/12/2020,1.41,1.559278755,Jacksonville
8153,4/12/2020,1.49,1.515157043,LasVegas
8112,4/12/2020,1.58,1.511906697,LosAngeles
8052,4/12/2020,1.21,1.477424476,Louisville
8122,4/12/2020,1.38,1.502306096,Miami/FtLauderdale
8127,4/12/2020,1.34,1.488586708,Nashville
7999,4/12/2020,1.31,1.48191093,NewOrleans/Mobile
8114,4/12/2020,1.85,1.559633649,NewYork
8055,4/12/2020,1.74,1.500424475,NorthernNewEngland
8039,4/12/2020,1.18,1.503205371,Orlando
8064,4/12/2020,1.77,1.541995378,Philadelphia
8061,4/12/2020,1.47,1.576312844,Phoenix/Tucson
8009,4/12/2020,1.22,1.470318058,Pittsburgh
8015,4/12/2020,1.51,1.585877566,Plains
8057,4/12/2020,1.84,1.547065836,Portland
8121,4/12/2020,1.51,1.559502089,Raleigh/Greensboro
7997,4/12/2020,1.44,1.539400227,Richmond/Norfolk
8060,4/12/2020,1.36,1.536248084,Roanoke
8048,4/12/2020,1.99,1.519379156,Sacramento
8049,4/12/2020,1.95,1.519530405,SanDiego
8012,4/12/2020,2.12,1.504507788,SanFrancisco
8017,4/12/2020,2.17,1.514799545,Seattle
8075,4/12/2020,1.52,1.448613153,SouthCarolina
8130,4/12/2020,1.35,1.471625762,SouthCentral
8111,4/12/2020,1.84,1.504509252,Spokane
7969,4/12/2020,2.1,1.571730223,StLouis
8038,4/12/2020,1.66,1.52739494,Syracuse
8053,4/12/2020,1.19,1.46855384,Tampa
8032,4/12/2020,1.72,1.486379158,WestTex/NewMexico
8083,4/19/2020,1.63,1.474666361,Albany
8045,4/19/2020,1.51,1.534540656,Atlanta
7994,4/19/2020,1.56,1.537204719,Baltimore/Washington
8020,4/19/2020,1.7,1.462052661,Boise
8108,4/19/2020,1.9,1.484359713,Boston
8103,4/19/2020,1.53,1.492751381,Buffalo/Rochester
8101,4/19/2020,1.64,1.521321065,Charlotte
8001,4/19/2020,1.76,1.532857473,Chicago
8137,4/19/2020,1.65,1.49328836,Cincinnati/Dayton
7980,4/19/2020,1.3,1.555191537,Columbus
8148,4/19/2020,1.18,1.470696139,Dallas/FtWorth
8011,4/19/2020,1.38,1.521912799,Denver
8105,4/19/2020,1.5,1.524545863,Detroit
8157,4/19/2020,1.62,1.477102778,GrandRapids
8058,4/19/2020,1.58,1.383793777,GreatLakes
8133,4/19/2020,1.38,1.516405599,Harrisburg/Scranton
8085,4/19/2020,2.05,1.51385186,Hartford/Springfield
8126,4/19/2020,1.23,1.557189259,Houston
7976,4/19/2020,1.51,1.496478905,Indianapolis
8096,4/19/2020,1.53,1.492203826,Jacksonville
7983,4/19/2020,1.42,1.53100262,LasVegas
8080,4/19/2020,1.59,1.575403642,LosAngeles
8008,4/19/2020,1.22,1.538430982,Louisville
7981,4/19/2020,1.28,1.534293402,Miami/FtLauderdale
8019,4/19/2020,1.47,1.496516819,Nashville
8124,4/19/2020,1.4,1.534508356,NewOrleans/Mobile
8023,4/19/2020,1.84,1.574014577,NewYork
8070,4/19/2020,1.74,1.477708017,NorthernNewEngland
8123,4/19/2020,1.2,1.492630073,Orlando
8025,4/19/2020,1.73,1.5398089,Philadelphia
8051,4/19/2020,1.49,1.518370776,Phoenix/Tucson
7975,4/19/2020,1.13,1.457774083,Pittsburgh
8150,4/19/2020,1.65,1.559999445,Plains
8068,4/19/2020,1.84,1.488021905,Portland
8084,4/19/2020,1.53,1.487678808,Raleigh/Greensboro
8119,4/19/2020,1.33,1.576901161,Richmond/Norfolk
8079,4/19/2020,1.28,1.522023611,Roanoke
8026,4/19/2020,1.89,1.530432609,Sacramento
8043,4/19/2020,1.75,1.552322121,SanDiego
7984,4/19/2020,1.96,1.548601838,SanFrancisco
7977,4/19/2020,2.02,1.511621285,Seattle
8131,4/19/2020,1.52,1.470292348,SouthCarolina
8147,4/19/2020,1.28,1.542079261,SouthCentral
8046,4/19/2020,1.89,1.457385262,Spokane
8069,4/19/2020,2.12,1.492538624,StLouis
8100,4/19/2020,1.67,1.467243288,Syracuse
8078,4/19/2020,1.19,1.524329607,Tampa
8059,4/19/2020,1.63,1.476927283,WestTex/NewMexico
8081,4/26/2020,1.59,1.394268432,Albany
8082,4/26/2020,1.65,1.50112694,Atlanta
8110,4/26/2020,1.48,1.531541958,Baltimore/Washington
8076,4/26/2020,1.55,1.4580909,Boise
8010,4/26/2020,2.01,1.504715663,Boston
8118,4/26/2020,1.38,1.528533984,Buffalo/Rochester
8134,4/26/2020,1.6,1.531827288,Charlotte
8086,4/26/2020,1.66,1.566969097,Chicago
8097,4/26/2020,1.7,1.508837297,Cincinnati/Dayton
8125,4/26/2020,1.34,1.504471013,Columbus
8028,4/26/2020,1.2,1.548892538,Dallas/FtWorth
8005,4/26/2020,1.43,1.493648786,Denver
8002,4/26/2020,1.61,1.468558477,Detroit
7990,4/26/2020,1.53,1.53050144,GrandRapids
7991,4/26/2020,1.56,1.557481505,GreatLakes
8141,4/26/2020,1.3,1.527336279,Harrisburg/Scranton
8014,4/26/2020,2.1,1.588159316,Hartford/Springfield
8054,4/26/2020,1.24,1.503992207,Houston
7982,4/26/2020,1.52,1.503935906,Indianapolis
8140,4/26/2020,1.42,1.486217658,Jacksonville
8155,4/26/2020,1.49,1.519563844,LasVegas
7971,4/26/2020,1.53,1.479313419,LosAngeles
8102,4/26/2020,1.35,1.506042732,Louisville
8050,4/26/2020,1.3,1.466282097,Miami/FtLauderdale
7998,4/26/2020,1.58,1.552420404,Nashville
8152,4/26/2020,1.37,1.409090008,NewOrleans/Mobile
8074,4/26/2020,1.85,1.509518202,NewYork
8120,4/26/2020,1.7,1.555756829,NorthernNewEngland
8027,4/26/2020,1.22,1.532216028,Orlando
8138,4/26/2020,1.65,1.542649027,Philadelphia
8136,4/26/2020,1.54,1.570854867,Phoenix/Tucson
8154,4/26/2020,1.09,1.543744544,Pittsburgh
8128,4/26/2020,1.71,1.449245241,Plains
8088,4/26/2020,1.85,1.516714524,Portland
8000,4/26/2020,1.55,1.494268264,Raleigh/Greensboro
8135,4/26/2020,1.42,1.523871386,Richmond/Norfolk
7967,4/26/2020,1.35,1.455843646,Roanoke
8024,4/26/2020,1.9,1.438702406,Sacramento
8095,4/26/2020,1.79,1.487094966,SanDiego
8146,4/26/2020,1.91,1.526378098,SanFrancisco
8090,4/26/2020,2.09,1.477028902,Seattle
8091,4/26/2020,1.52,1.55321684,SouthCarolina
8129,4/26/2020,1.32,1.54278018,SouthCentral
8109,4/26/2020,1.88,1.506060224,Spokane
8036,4/26/2020,2.21,1.519100904,StLouis
7988,4/26/2020,1.68,1.490291045,Syracuse
7993,4/26/2020,1.2,1.48337387,Tampa
8063,4/26/2020,1.73,1.567313007,WestTex/NewMexico
8293,5/3/2020,1.59,1.575128563,Albany
8232,5/3/2020,1.5,1.578674979,Atlanta
8201,5/3/2020,1.46,1.570150693,Baltimore/Washington
8327,5/3/2020,1.52,1.561929801,Boise
8193,5/3/2020,2.1,1.556289576,Boston
8168,5/3/2020,1.22,1.61330015,Buffalo/Rochester
8278,5/3/2020,1.37,1.5480996,Charlotte
8371,5/3/2020,1.72,1.58874983,Chicago
8212,5/3/2020,1.49,1.531256139,Cincinnati/Dayton
8180,5/3/2020,1.33,1.559639263,Columbus
8304,5/3/2020,1.17,1.612030684,Dallas/FtWorth
8281,5/3/2020,1.36,1.586258983,Denver
8216,5/3/2020,1.45,1.595278672,Detroit
8214,5/3/2020,1.54,1.584791242,GrandRapids
8355,5/3/2020,1.51,1.571077388,GreatLakes
8248,5/3/2020,1.24,1.565915318,Harrisburg/Scranton
8254,5/3/2020,2.17,1.577992203,Hartford/Springfield
8225,5/3/2020,1.21,1.539586217,Houston
8251,5/3/2020,1.35,1.641226029,Indianapolis
8330,5/3/2020,1.3,1.66959703,Jacksonville
8307,5/3/2020,1.5,1.578829645,LasVegas
8276,5/3/2020,1.73,1.634472958,LosAngeles
8182,5/3/2020,1.29,1.563253696,Louisville
8237,5/3/2020,1.3,1.611233597,Miami/FtLauderdale
8367,5/3/2020,1.5,1.617316747,Nashville
8347,5/3/2020,1.35,1.552423333,NewOrleans/Mobile
8308,5/3/2020,2,1.609548543,NewYork
8352,5/3/2020,1.77,1.536729656,NorthernNewEngland
8299,5/3/2020,1.2,1.572763093,Orlando
8344,5/3/2020,1.71,1.547789373,Philadelphia
8290,5/3/2020,1.5,1.535120185,Phoenix/Tucson
8273,5/3/2020,1.11,1.529501522,Pittsburgh
8219,5/3/2020,1.61,1.581266713,Plains
8279,5/3/2020,1.69,1.535532113,Portland
8335,5/3/2020,1.25,1.546400715,Raleigh/Greensboro
8287,5/3/2020,1.29,1.493992127,Richmond/Norfolk
8361,5/3/2020,1.27,1.550610299,Roanoke
8333,5/3/2020,1.96,1.558403643,Sacramento
8325,5/3/2020,1.93,1.53971859,SanDiego
8321,5/3/2020,2.26,1.600548788,SanFrancisco
8316,5/3/2020,1.72,1.509019463,Seattle
8177,5/3/2020,1.38,1.619098945,SouthCarolina
8339,5/3/2020,1.28,1.55505656,SouthCentral
8312,5/3/2020,1.8,1.585476866,Spokane
8226,5/3/2020,2.02,1.526032154,StLouis
8332,5/3/2020,1.62,1.545815327,Syracuse
8338,5/3/2020,1.22,1.570947455,Tampa
8188,5/3/2020,1.68,1.532540656,WestTex/NewMexico
8217,5/10/2020,1.52,1.594464173,Albany
8277,5/10/2020,1.52,1.501006283,Atlanta
8245,5/10/2020,1.56,1.558207158,Baltimore/Washington
8346,5/10/2020,1.66,1.598074945,Boise
8305,5/10/2020,2.11,1.531343357,Boston
8204,5/10/2020,1.11,1.563105132,Buffalo/Rochester
8296,5/10/2020,1.57,1.596192348,Charlotte
8194,5/10/2020,1.64,1.57134425,Chicago
8349,5/10/2020,1.5,1.569327896,Cincinnati/Dayton
8320,5/10/2020,1.26,1.550432283,Columbus
8348,5/10/2020,1.18,1.54867376,Dallas/FtWorth
8393,5/10/2020,1.38,1.54173714,Denver
8170,5/10/2020,1.52,1.549769521,Detroit
8250,5/10/2020,1.56,1.619529179,GrandRapids
8388,5/10/2020,1.5,1.542977316,GreatLakes
8288,5/10/2020,1.28,1.599997815,Harrisburg/Scranton
8313,5/10/2020,2.12,1.556827612,Hartford/Springfield
8242,5/10/2020,1.26,1.531965275,Houston
8362,5/10/2020,1.41,1.650554643,Indianapolis
8160,5/10/2020,1.28,1.588340506,Jacksonville
8379,5/10/2020,1.49,1.484838844,LasVegas
8378,5/10/2020,1.47,1.580265492,LosAngeles
8265,5/10/2020,1.25,1.585369714,Louisville
8215,5/10/2020,1.23,1.606812476,Miami/FtLauderdale
8353,5/10/2020,1.55,1.567358,Nashville
8356,5/10/2020,1.32,1.548993262,NewOrleans/Mobile
8210,5/10/2020,1.98,1.564973491,NewYork
8271,5/10/2020,1.77,1.553966169,NorthernNewEngland
8259,5/10/2020,1.21,1.581130678,Orlando
8239,5/10/2020,1.79,1.648604842,Philadelphia
8247,5/10/2020,1.42,1.560263703,Phoenix/Tucson
8229,5/10/2020,1.07,1.579388346,Pittsburgh
8164,5/10/2020,1.54,1.559722169,Plains
8291,5/10/2020,1.68,1.538264518,Portland
8191,5/10/2020,1.48,1.544061443,Raleigh/Greensboro
8275,5/10/2020,1.43,1.634192183,Richmond/Norfolk
8382,5/10/2020,1.32,1.614794983,Roanoke
8366,5/10/2020,1.97,1.571595897,Sacramento
8289,5/10/2020,1.67,1.608068354,SanDiego
8174,5/10/2020,2.15,1.597578728,SanFrancisco
8243,5/10/2020,1.73,1.556386395,Seattle
8380,5/10/2020,1.5,1.636096748,SouthCarolina
8292,5/10/2020,1.3,1.589447495,SouthCentral
8230,5/10/2020,1.85,1.595726154,Spokane
8310,5/10/2020,2.06,1.531966903,StLouis
8364,5/10/2020,1.51,1.555186167,Syracuse
8280,5/10/2020,1.2,1.573420159,Tampa
8374,5/10/2020,1.59,1.631074699,WestTex/NewMexico
8197,5/17/2020,1.57,1.585289656,Albany
8317,5/17/2020,1.49,1.549958766,Atlanta
8392,5/17/2020,1.61,1.586522021,Baltimore/Washington
8252,5/17/2020,1.79,1.574887411,Boise
8165,5/17/2020,2.04,1.592901241,Boston
8370,5/17/2020,1.14,1.531948027,Buffalo/Rochester
8270,5/17/2020,1.57,1.55952308,Charlotte
8384,5/17/2020,1.58,1.549335383,Chicago
8261,5/17/2020,1.63,1.573859342,Cincinnati/Dayton
8298,5/17/2020,1.28,1.535715743,Columbus
8169,5/17/2020,1.22,1.585251823,Dallas/FtWorth
8253,5/17/2020,1.4,1.536379806,Denver
8268,5/17/2020,1.57,1.542998958,Detroit
8301,5/17/2020,1.61,1.571618922,GrandRapids
8166,5/17/2020,1.51,1.578141174,GreatLakes
8184,5/17/2020,1.28,1.587533981,Harrisburg/Scranton
8282,5/17/2020,2.03,1.571427481,Hartford/Springfield
8233,5/17/2020,1.29,1.524732423,Houston
8258,5/17/2020,1.5,1.590911493,Indianapolis
8200,5/17/2020,1.29,1.569979837,Jacksonville
8236,5/17/2020,1.47,1.571605742,LasVegas
8342,5/17/2020,1.59,1.647761624,LosAngeles
8263,5/17/2020,1.24,1.562826229,Louisville
8199,5/17/2020,1.24,1.609965678,Miami/FtLauderdale
8211,5/17/2020,1.54,1.574034592,Nashville
8163,5/17/2020,1.37,1.5254117,NewOrleans/Mobile
8192,5/17/2020,1.79,1.59660216,NewYork
8337,5/17/2020,1.75,1.589341808,NorthernNewEngland
8203,5/17/2020,1.19,1.531897177,Orlando
8171,5/17/2020,1.74,1.630883909,Philadelphia
8297,5/17/2020,1.42,1.569930939,Phoenix/Tucson
8175,5/17/2020,1.1,1.640354171,Pittsburgh
8205,5/17/2020,1.53,1.614491184,Plains
8196,5/17/2020,1.89,1.569292993,Portland
8354,5/17/2020,1.46,1.552427238,Raleigh/Greensboro
8285,5/17/2020,1.41,1.54015159,Richmond/Norfolk
8341,5/17/2020,1.27,1.579009289,Roanoke
8357,5/17/2020,1.87,1.581046389,Sacramento
8315,5/17/2020,1.81,1.575812722,SanDiego
8176,5/17/2020,1.95,1.571531216,SanFrancisco
8266,5/17/2020,2.07,1.572615179,Seattle
8369,5/17/2020,1.49,1.57372526,SouthCarolina
8324,5/17/2020,1.33,1.569408443,SouthCentral
8181,5/17/2020,1.85,1.57136939,Spokane
8241,5/17/2020,2.02,1.554405189,StLouis
8262,5/17/2020,1.63,1.603809547,Syracuse
8158,5/17/2020,1.19,1.541291774,Tampa
8195,5/17/2020,1.58,1.537246701,WestTex/NewMexico
8207,5/24/2020,1.64,1.577276964,Albany
8178,5/24/2020,1.49,1.520117013,Atlanta
8189,5/24/2020,1.38,1.568619248,Baltimore/Washington
8351,5/24/2020,1.78,1.599360927,Boise
8306,5/24/2020,2.03,1.601650163,Boston
8218,5/24/2020,1.2,1.552921909,Buffalo/Rochester
8334,5/24/2020,1.54,1.584992691,Charlotte
8221,5/24/2020,1.55,1.625368004,Chicago
8223,5/24/2020,1.62,1.614602485,Cincinnati/Dayton
8300,5/24/2020,1.3,1.555309672,Columbus
8331,5/24/2020,1.2,1.56756197,Dallas/FtWorth
8235,5/24/2020,1.35,1.617396806,Denver
8385,5/24/2020,1.5,1.498204884,Detroit
8381,5/24/2020,1.53,1.550119615,GrandRapids
8302,5/24/2020,1.48,1.611056069,GreatLakes
8231,5/24/2020,1.28,1.584294294,Harrisburg/Scranton
8198,5/24/2020,2.11,1.524438793,Hartford/Springfield
8162,5/24/2020,1.28,1.595580274,Houston
8391,5/24/2020,1.53,1.574151588,Indianapolis
8365,5/24/2020,1.31,1.588340099,Jacksonville
8167,5/24/2020,1.5,1.514299017,LasVegas
8283,5/24/2020,1.69,1.61165724,LosAngeles
8343,5/24/2020,1.2,1.461731287,Louisville
8260,5/24/2020,1.34,1.591523078,Miami/FtLauderdale
8272,5/24/2020,1.43,1.598696538,Nashville
8269,5/24/2020,1.37,1.612148413,NewOrleans/Mobile
8319,5/24/2020,1.83,1.564543339,NewYork
8323,5/24/2020,1.78,1.549449124,NorthernNewEngland
8179,5/24/2020,1.18,1.525312278,Orlando
8185,5/24/2020,1.75,1.578224812,Philadelphia
8284,5/24/2020,1.47,1.47003053,Phoenix/Tucson
8209,5/24/2020,1.15,1.58487602,Pittsburgh
8314,5/24/2020,1.43,1.641224239,Plains
8264,5/24/2020,1.85,1.551318948,Portland
8397,5/24/2020,1.5,1.544808656,Raleigh/Greensboro
8222,5/24/2020,1.42,1.49791817,Richmond/Norfolk
8238,5/24/2020,1.26,1.560563842,Roanoke
8257,5/24/2020,1.91,1.551616564,Sacramento
8294,5/24/2020,1.98,1.528401855,SanDiego
8220,5/24/2020,2.01,1.563672051,SanFrancisco
8240,5/24/2020,1.97,1.588506481,Seattle
8309,5/24/2020,1.49,1.527706631,SouthCarolina
8383,5/24/2020,1.31,1.680787006,SouthCentral
8318,5/24/2020,1.99,1.527687593,Spokane
8202,5/24/2020,2.03,1.532110504,StLouis
8246,5/24/2020,1.67,1.562329361,Syracuse
8255,5/24/2020,1.23,1.609082837,Tampa
8227,5/24/2020,1.61,1.52873885,WestTex/NewMexico
8386,5/31/2020,1.57,1.59788985,Albany
8190,5/31/2020,1.61,1.534251338,Atlanta
8244,5/31/2020,1.63,1.555195524,Baltimore/Washington
8376,5/31/2020,1.76,1.594640725,Boise
8173,5/31/2020,2.02,1.599039716,Boston
8186,5/31/2020,1.17,1.553167292,Buffalo/Rochester
8389,5/31/2020,1.57,1.539371589,Charlotte
8387,5/31/2020,1.76,1.546958684,Chicago
8234,5/31/2020,1.55,1.529743813,Cincinnati/Dayton
8295,5/31/2020,1.29,1.513254838,Columbus
8390,5/31/2020,1.26,1.564507784,Dallas/FtWorth
8345,5/31/2020,1.46,1.558535773,Denver
8249,5/31/2020,1.46,1.578979185,Detroit
8359,5/31/2020,1.57,1.581228066,GrandRapids
8187,5/31/2020,1.5,1.611730546,GreatLakes
8172,5/31/2020,1.25,1.556830134,Harrisburg/Scranton
8274,5/31/2020,2.16,1.565542118,Hartford/Springfield
8360,5/31/2020,1.24,1.630545532,Houston
8350,5/31/2020,1.47,1.620501516,Indianapolis
8159,5/31/2020,1.35,1.551057618,Jacksonville
8373,5/31/2020,1.48,1.59429291,LasVegas
8286,5/31/2020,1.64,1.614539837,LosAngeles
8326,5/31/2020,1.2,1.520472802,Louisville
