year_month,geography,date,type,avg_price,price_total_volume,four_zero_four_six_units,four_two_two_five_units,four_seven_seven_zero_units,total_bags,s_bags,l_bags,xl_bags,status,prod_total_volume,california,prod,chile,mexico,peru,columbia
2018-08-01,Denver,8/26/2018,organic,1.6,31192.51,17003.3,1630.58,138.22,12420.41,8432.8,3987.61,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Denver,8/5/2018,conventional,1.26,795682,161774.8,174732.27,17872.4,441302.53,153352.95,287927.92,21.66,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Denver,8/5/2018,organic,1.54,33054.89,7106.23,1159.01,152.59,24637.06,22725.79,1911.27,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Detroit,8/12/2018,conventional,1.17,471587.13,69936.69,80418.83,97045.37,224186.24,180945.2,24755.13,18485.91,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Detroit,8/12/2018,organic,1.48,14243.39,596.61,4556.17,0,9047.55,7152.58,1894.97,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Detroit,8/19/2018,conventional,1.01,608042.46,73317.21,107986.24,161512.18,265226.83,212475.23,12800.17,39951.43,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Detroit,8/19/2018,organic,1.57,14796.88,599.83,4342.82,0,9789.25,7741.97,2047.28,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Detroit,8/26/2018,conventional,1.32,364930.77,67921.09,39707.39,46162.1,211140.19,183160.75,21323.43,6656.01,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Detroit,8/26/2018,organic,1.63,12640.95,585.33,3670.19,0,8304.99,5015.7,3289.29,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Detroit,8/5/2018,conventional,1.11,432680.46,110998.58,60355.24,64859.06,196467.58,151358.14,32825.64,12283.8,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Detroit,8/5/2018,organic,1.13,34195.11,975.79,4696.09,0,28508.72,17509.12,10999.6,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Grand Rapids,8/12/2018,conventional,1.23,212861.36,2946.3,76122.54,85150.55,48641.97,26021.37,218.19,22402.41,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Grand Rapids,8/12/2018,organic,1.32,9546.55,38.6,1394.2,0,8113.75,8067.09,46.66,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Grand Rapids,8/19/2018,conventional,0.93,303007.62,3140.89,102335.68,131379.04,66152.01,24998.95,180.83,40972.23,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Grand Rapids,8/19/2018,organic,1.3,9588.97,36.28,1207.53,0,8345.16,8278.49,66.67,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Grand Rapids,8/26/2018,conventional,1.47,145275.15,3362.63,45465.78,40799.31,55647.43,42247.41,331.7,13068.32,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Grand Rapids,8/26/2018,organic,1.24,9935.35,41.55,792.5,0,9101.3,9094.63,6.67,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Grand Rapids,8/5/2018,conventional,1.35,190333.8,3701.23,70223.71,62297.62,54111.24,34847.1,707.18,18556.96,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Grand Rapids,8/5/2018,organic,1.26,9204.69,12.63,1100.36,0,8091.7,8019.59,72.11,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Great Lakes,8/12/2018,conventional,1.22,3900554.67,613666.13,1153696.58,472769.36,1660422.6,1237629.82,331481.44,91311.34,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Great Lakes,8/12/2018,organic,1.53,164358.18,5452.66,43994.93,0,114841.01,91594.05,23246.96,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Great Lakes,8/19/2018,conventional,1.13,4539821.1,581325.19,1392579.52,667456.04,1898460.35,1402906.62,322535.66,173018.07,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Great Lakes,8/19/2018,organic,1.6,172029.46,5876.74,47017.11,1.61,118954.02,91689.32,27264.7,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Great Lakes,8/26/2018,conventional,1.39,3346047.06,553816.84,808325.08,291802.92,1692102.22,1321690.88,319051.17,51360.17,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Great Lakes,8/26/2018,organic,1.61,165513.91,5945.38,43072.47,33.95,116285.81,92337.86,23947.95,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Great Lakes,8/5/2018,conventional,1.17,3803017.66,806653.61,975175.78,348122.03,1673066.24,1252065.57,352673.89,68326.78,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Great Lakes,8/5/2018,organic,1.37,216697.32,6505.53,42867.93,3.2,167245.13,104064,63181.13,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Harrisburg/Scranton,8/12/2018,conventional,1.11,355053.08,56980.91,196449.74,97.13,101525.3,96913.83,1561.47,3050,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Harrisburg/Scranton,8/12/2018,organic,1.5,12413.98,431.14,301.96,0,11680.88,11552.47,128.41,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Harrisburg/Scranton,8/19/2018,conventional,1.06,355609.79,61747.53,197193.96,447.4,96220.9,88024.05,4795.74,3401.11,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Harrisburg/Scranton,8/19/2018,organic,1.55,12334.55,333.65,367.12,0,11633.78,11473.8,159.98,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Harrisburg/Scranton,8/26/2018,conventional,1.06,342202.3,54555.71,202897.25,402.8,84346.54,74278.69,7371.19,2696.66,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Harrisburg/Scranton,8/26/2018,organic,1.51,14216.57,633.76,431.71,0,13151.1,13092.76,58.34,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Harrisburg/Scranton,8/5/2018,conventional,1.08,344535.35,50730.71,181831.37,49.53,111923.74,107494.85,2125.55,2303.34,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Harrisburg/Scranton,8/5/2018,organic,1.57,12184.19,270.76,421.92,0,11491.51,9915.03,1576.48,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Hartford/Springfield,8/12/2018,conventional,1.27,382604.63,10230.83,296564.52,862.51,74946.77,67135.83,6160.94,1650,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Hartford/Springfield,8/12/2018,organic,2.15,13451.12,130.69,5654.99,0,7665.44,7643.86,21.58,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Hartford/Springfield,8/19/2018,conventional,1.32,346666.86,8632.77,271049.76,682.53,66301.8,60313.48,4216.74,1771.58,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Hartford/Springfield,8/19/2018,organic,2.2,14656,65.39,6258.12,0,8332.49,8289.15,43.34,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Hartford/Springfield,8/26/2018,conventional,1.42,345295.14,7614.64,276009.25,577.95,61093.3,55815.31,3870.21,1407.78,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Hartford/Springfield,8/26/2018,organic,2.16,13354.15,1066.96,4496.3,0,7790.89,7774.23,16.66,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Hartford/Springfield,8/5/2018,conventional,1.28,355234.71,9078.06,257923.12,3810.97,84422.56,73142.84,9389.72,1890,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Hartford/Springfield,8/5/2018,organic,2.17,14441.34,105.34,5431.72,0,8904.28,8825.52,78.76,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Houston,8/12/2018,conventional,0.84,1381819.64,600342.39,183121.38,2244.84,596111.03,457189.84,128547.86,10373.33,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Houston,8/12/2018,organic,1.45,29686.56,6814.73,121.08,0,22750.75,21950.75,800,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Houston,8/19/2018,conventional,0.66,1786855.36,804950.62,176367.58,4079.96,801457.2,558757.87,230841.55,11857.78,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Houston,8/19/2018,organic,0.77,61481.09,7127.42,146.89,0,54206.78,53556.78,650,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Houston,8/26/2018,conventional,0.81,1485386.7,744005.7,198302.52,3868.73,539209.75,284949.8,244019.95,10240,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Houston,8/26/2018,organic,0.85,65192.09,8485.83,159.75,0,56546.51,55876.51,670,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Houston,8/5/2018,conventional,0.85,1352801.87,503860.57,323914.45,4170.31,520856.54,337516.67,174556.54,8783.33,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Houston,8/5/2018,organic,0.84,101063.25,6980.82,174.79,0,93907.64,93340.97,566.67,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Indianapolis,8/12/2018,conventional,1.18,205963.74,35043.34,59213.38,6824.71,104882.31,92640.79,10920.7,1320.82,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Indianapolis,8/12/2018,organic,1.35,8795.16,358.53,1630.99,0,6805.64,2438.33,4367.31,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Indianapolis,8/19/2018,conventional,1.06,243211.21,32191.67,82618.12,7366.63,121034.79,102748.58,15629.41,2656.8,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Indianapolis,8/19/2018,organic,1.38,9060.75,532.5,1667.11,0,6861.14,2091.84,4769.3,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Indianapolis,8/26/2018,conventional,1.25,182903.82,30422.89,37883.65,6965.2,107632.08,95131.76,11423.76,1076.56,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Indianapolis,8/26/2018,organic,1.43,7977.07,406.79,1401.03,0,6169.25,2463.45,3705.8,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Indianapolis,8/5/2018,conventional,1.06,201515.79,52416.44,38601.43,6078.17,104419.75,96576.78,6639.27,1203.7,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Indianapolis,8/5/2018,organic,1.34,11234.68,565.3,1596.8,0,9069.97,2224.3,6845.67,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Jacksonville,8/12/2018,conventional,1.13,214955.87,117221.15,11744.96,263.41,85726.35,28751.57,53684.78,3290,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Jacksonville,8/12/2018,organic,1.58,5895.35,205.59,1037.32,0,4652.44,2537.74,2114.7,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Jacksonville,8/19/2018,conventional,1.12,240210.2,126573.07,21751.35,787.01,91098.77,33856.42,53697.91,3544.44,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Jacksonville,8/19/2018,organic,1.65,5409.34,216.71,1151.41,1.31,4039.91,2258.47,1781.44,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Jacksonville,8/26/2018,conventional,1.58,189272.19,97070.87,20039.36,831.07,71330.89,25011.17,41986.39,4333.33,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Jacksonville,8/26/2018,organic,1.3,5955.51,83.32,815.1,0,5057.09,5020,37.09,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Jacksonville,8/5/2018,conventional,1.13,231578.25,139191.67,10094.98,307.15,81984.45,33691.18,44624.38,3668.89,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Jacksonville,8/5/2018,organic,1.35,3519.98,65.26,611.39,0,2843.33,2843.33,0,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Las Vegas,8/12/2018,conventional,1.06,374167.74,72302.41,123328.99,8516.8,170019.54,67994.49,101230.18,794.87,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Las Vegas,8/12/2018,organic,1.68,13066.15,3874.49,2438.05,0,6753.61,6636.03,117.58,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Las Vegas,8/19/2018,conventional,1.03,416172.92,66627.25,127071.38,8338.92,214135.37,86060.06,127447.68,627.63,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Las Vegas,8/19/2018,organic,1.51,13806.2,1912.42,2402.11,0,9491.67,9461.48,30.19,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Las Vegas,8/26/2018,conventional,1.07,360569.94,65346.45,120116.71,7783.83,167322.95,69219.54,95725.03,2378.38,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Las Vegas,8/26/2018,organic,1.49,14722.17,2467.26,2482.47,0,9772.44,9745.1,27.34,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Las Vegas,8/5/2018,conventional,0.99,458985.05,82715.47,147561.92,9017.39,219690.27,62712.88,156524.06,453.33,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Las Vegas,8/5/2018,organic,1.56,11511.93,1846.07,2180.62,0,7485.24,7421.5,63.74,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Los Angeles,8/12/2018,conventional,1.09,3096741.04,1125373.62,394180.99,98752.73,1478433.7,1345744.78,56848.78,75840.14,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Los Angeles,8/12/2018,organic,1.51,121326.96,20424.42,31118.72,0,69783.82,69353.82,430,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Los Angeles,8/19/2018,conventional,1.16,2768816.55,996910.37,354062.19,94179.77,1323664.22,1195473.66,59815.18,68375.38,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Los Angeles,8/19/2018,organic,1.56,114455.33,23958.47,28530.13,0,61966.73,61600.98,365.75,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Los Angeles,8/26/2018,conventional,1.27,2587479.45,940695.31,331327.41,92495.64,1222961.09,1108808.81,50409.15,63743.13,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Los Angeles,8/26/2018,organic,1.85,108554.9,18325.94,38294.42,0,51934.54,51284.86,649.68,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Los Angeles,8/5/2018,conventional,1.07,2959948.95,1190257,445724.54,83728.34,1240239.07,1133911.94,50271.37,56055.76,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Los Angeles,8/5/2018,organic,1.69,105646.26,20446.63,38272.25,0,46927.38,46768.15,159.23,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Louisville,8/12/2018,conventional,0.96,161518.22,40181.67,25253.71,122.25,95960.59,68635.3,26961.96,363.33,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Louisville,8/12/2018,organic,1.63,3192.46,20,1549.06,0,1623.4,491.46,1131.94,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Louisville,8/19/2018,conventional,0.96,154992.99,37654.26,31027.2,301.21,86010.32,59793.77,25815.85,400.7,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Louisville,8/19/2018,organic,1.57,3084.18,9,1796.4,0,1278.78,461.46,817.32,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Louisville,8/26/2018,conventional,1.24,118546.89,26946.85,21169.44,203.32,70227.28,45827.34,24055.07,344.87,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Louisville,8/26/2018,organic,1.7,2531.99,5.27,1316.49,0,1210.23,744.26,465.97,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Louisville,8/5/2018,conventional,1.2,109599.85,19953.5,24896.8,174.75,64574.8,37717.55,26597.25,260,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Louisville,8/5/2018,organic,1.74,5346.33,3,1373.24,0,3970.09,602.42,3367.67,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Miami/Ft. Lauderdale,8/12/2018,conventional,1.37,706047.65,440689.48,42737.76,1730.24,220890.17,92889.59,118637.25,9363.33,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Miami/Ft. Lauderdale,8/12/2018,organic,1.27,7459.77,144.68,2.87,0,7312.22,7312.22,0,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Miami/Ft. Lauderdale,8/19/2018,conventional,1.32,749488.74,438677.96,71066.2,4998.51,234746.07,116427.87,109422.65,8895.55,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Miami/Ft. Lauderdale,8/19/2018,organic,1.25,8023.43,108.11,2,0,7913.32,7913.32,0,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Miami/Ft. Lauderdale,8/26/2018,conventional,1.41,671418.68,395364.35,76479.95,5474.78,194099.6,82039.44,100951.27,11108.89,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Miami/Ft. Lauderdale,8/26/2018,organic,1.15,16784.86,63.75,0,0,16721.11,16707.78,13.33,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Miami/Ft. Lauderdale,8/5/2018,conventional,1.36,734747.99,469264.21,46346.42,4187.6,214949.76,96050.47,110133.73,8765.56,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Miami/Ft. Lauderdale,8/5/2018,organic,1.27,8433.01,135.47,26.43,0,8271.11,8271.11,0,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Midsouth,8/12/2018,conventional,1.08,4104881.73,1086772.5,1235043.04,77813.55,1705252.64,1434606.66,247359.97,23286.01,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Midsouth,8/12/2018,organic,1.73,141562.89,2952.01,44846.59,360.73,93403.56,80436.73,12966.83,0,actual,56626601,7234836,"(2018-08-01,8/12/2018,actual,56626601,7234836,0,34221295,15170470,0)",0,34221295,15170470,0
2018-08-01,Midsouth,8/19/2018,conventional,1.16,3861028.2,1071131.46,1099603.71,62710.1,1627582.93,1339092.42,265892.02,22598.49,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Midsouth,8/19/2018,organic,1.8,137021.22,2349.24,46013.39,554.93,88103.66,75465.03,12638.63,0,actual,56452066,8625095,"(2018-08-01,8/19/2018,actual,56452066,8625095,331267,34031913,13463791,0)",331267,34031913,13463791,0
2018-08-01,Midsouth,8/26/2018,conventional,1.24,3656116.48,903579.51,1241173.22,39027.21,1472336.54,1176451.93,276209.94,19674.67,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Midsouth,8/26/2018,organic,1.83,140439.51,2272.48,43167.95,461.3,94537.78,83828.55,10709.23,0,actual,48011570,8826173,"(2018-08-01,8/26/2018,actual,48011570,8826173,705204,25537886,12942307,0)",705204,25537886,12942307,0
2018-08-01,Midsouth,8/5/2018,conventional,1.26,3572340.18,926242.35,1127864.29,32861.85,1485371.69,1216764.13,250589.64,18017.92,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
2018-08-01,Midsouth,8/5/2018,organic,1.78,162591.71,2691.57,42137.74,430.55,117331.85,81949.36,35382.49,0,actual,52948354,6652168,"(2018-08-01,8/5/2018,actual,52948354,6652168,0,29039776,17256410,0)",0,29039776,17256410,0
