,date,avg_price,conv_pred,geography
7906,3/15/2020,0.89,1.042914314,Richmond/Norfolk
7943,3/15/2020,0.92,1.03301414,Roanoke
7821,3/15/2020,1.5,1.047733297,Sacramento
7792,3/15/2020,1.19,1.152104454,SanDiego
7894,3/15/2020,1.63,1.065058851,SanFrancisco
7897,3/15/2020,1.76,1.041021948,Seattle
7840,3/15/2020,1.08,1.024868488,SouthCarolina
7769,3/15/2020,0.91,1.051842394,SouthCentral
7815,3/15/2020,1.49,1.048814964,Spokane
7774,3/15/2020,1.26,1.053806725,StLouis
7861,3/15/2020,1.23,1.025015879,Syracuse
7966,3/15/2020,1.04,1.007702074,Tampa
7961,3/15/2020,0.95,1.046453571,WestTex/NewMexico
7873,3/22/2020,1.29,1.055438194,Albany
7922,3/22/2020,1.02,0.991629286,Atlanta
7836,3/22/2020,1.41,1.043021526,Baltimore/Washington
7838,3/22/2020,1.17,1.1379426,Boise
7788,3/22/2020,1.52,1.044138598,Boston
7795,3/22/2020,1.23,1.012667346,Buffalo/Rochester
7924,3/22/2020,1.24,1.103384333,Charlotte
7877,3/22/2020,1.49,1.072786617,Chicago
7947,3/22/2020,1.12,0.983496485,Cincinnati/Dayton
7849,3/22/2020,1.07,1.032039108,Columbus
7937,3/22/2020,0.89,1.015793333,Dallas/FtWorth
7837,3/22/2020,1.18,1.062351379,Denver
7829,3/22/2020,1.13,1.086630664,Detroit
7875,3/22/2020,1.55,1.034270368,GrandRapids
7958,3/22/2020,1.2,1.030580626,GreatLakes
7752,3/22/2020,1.13,1.041460133,Harrisburg/Scranton
7743,3/22/2020,1.5,1.052496052,Hartford/Springfield
7731,3/22/2020,0.86,1.028324189,Houston
7884,3/22/2020,1.06,1.029774857,Indianapolis
7917,3/22/2020,1.11,0.995570745,Jacksonville
7891,3/22/2020,1.03,1.087544589,LasVegas
7823,3/22/2020,1.3,1.031291666,LosAngeles
7912,3/22/2020,1.09,1.044764562,Louisville
7944,3/22/2020,1.11,1.0223489,Miami/FtLauderdale
7791,3/22/2020,0.97,1.017916331,Nashville
7871,3/22/2020,0.97,1.081105781,NewOrleans/Mobile
7908,3/22/2020,1.57,1.096373377,NewYork
7742,3/22/2020,1.3,1.059421406,NorthernNewEngland
7885,3/22/2020,1.08,1.096842823,Orlando
7759,3/22/2020,1.36,1.124418564,Philadelphia
7959,3/22/2020,0.83,1.066986151,Phoenix/Tucson
7880,3/22/2020,1.35,1.009647312,Pittsburgh
7786,3/22/2020,1.21,1.039954391,Plains
7857,3/22/2020,1.24,1.019927292,Portland
7784,3/22/2020,1.17,1.031059408,Raleigh/Greensboro
7854,3/22/2020,0.99,1.055724373,Richmond/Norfolk
7741,3/22/2020,1.02,0.997285929,Roanoke
7934,3/22/2020,1.51,1.056154847,Sacramento
7761,3/22/2020,1.32,0.976633759,SanDiego
7809,3/22/2020,1.67,1.032859616,SanFrancisco
7781,3/22/2020,1.67,1.041278229,Seattle
7955,3/22/2020,1.11,1.066971149,SouthCarolina
7757,3/22/2020,0.92,1.033042202,SouthCentral
7816,3/22/2020,1.39,1.132024956,Spokane
7805,3/22/2020,1.17,1.099994984,StLouis
7926,3/22/2020,1.3,1.025637751,Syracuse
7939,3/22/2020,1.07,1.037788906,Tampa
7814,3/22/2020,0.98,1.056635361,WestTex/NewMexico
7776,3/29/2020,1.08,1.127886696,Albany
7787,3/29/2020,1.08,1.07669713,Atlanta
7739,3/29/2020,1.4,1.128395061,Baltimore/Washington
7870,3/29/2020,1.39,1.032410784,Boise
7954,3/29/2020,1.49,1.06738122,Boston
7839,3/29/2020,1.25,1.100708122,Buffalo/Rochester
7841,3/29/2020,1.28,1.017460575,Charlotte
7910,3/29/2020,1.46,1.076595058,Chicago
7842,3/29/2020,0.84,1.101124802,Cincinnati/Dayton
7919,3/29/2020,0.95,0.985519195,Columbus
7785,3/29/2020,0.93,1.024246616,Dallas/FtWorth
7750,3/29/2020,1.26,1.052373734,Denver
7808,3/29/2020,0.97,1.128682709,Detroit
7874,3/29/2020,1.17,1.03672224,GrandRapids
7773,3/29/2020,1.07,1.033218756,GreatLakes
7797,3/29/2020,1.15,1.087514219,Harrisburg/Scranton
7835,3/29/2020,1.5,1.02451087,Hartford/Springfield
7730,3/29/2020,0.9,0.999795394,Houston
7832,3/29/2020,0.95,1.048658552,Indianapolis
7826,3/29/2020,1.29,1.117476215,Jacksonville
7755,3/29/2020,1.03,0.990724015,LasVegas
7933,3/29/2020,1.34,1.018963747,LosAngeles
7941,3/29/2020,0.84,1.014602304,Louisville
7950,3/29/2020,1.29,1.01238358,Miami/FtLauderdale
7825,3/29/2020,0.99,1.082429042,Nashville
7868,3/29/2020,1.01,1.107337489,NewOrleans/Mobile
7733,3/29/2020,1.58,1.04279808,NewYork
7949,3/29/2020,1.1,1.020141296,NorthernNewEngland
7777,3/29/2020,1.19,0.99485661,Orlando
7789,3/29/2020,1.38,1.093218699,Philadelphia
7794,3/29/2020,0.91,1.026830091,Phoenix/Tucson
7932,3/29/2020,1.04,1.049124851,Pittsburgh
7780,3/29/2020,1.19,1.067371411,Plains
7812,3/29/2020,1.4,1.03164021,Portland
7819,3/29/2020,1.19,1.118219461,Raleigh/Greensboro
7904,3/29/2020,1.03,1.141151304,Richmond/Norfolk
7747,3/29/2020,1,1.111306276,Roanoke
7806,3/29/2020,1.51,1.059043856,Sacramento
7851,3/29/2020,1.36,1.083116584,SanDiego
7772,3/29/2020,1.55,1.081707458,SanFrancisco
7760,3/29/2020,1.72,1.09996645,Seattle
7860,3/29/2020,1.17,1.075196476,SouthCarolina
7771,3/29/2020,0.95,1.028342967,SouthCentral
7847,3/29/2020,1.5,1.047069778,Spokane
7793,3/29/2020,1.21,1.111687918,StLouis
7810,3/29/2020,1.21,1.067935429,Syracuse
7863,3/29/2020,1.21,1.051351023,Tampa
7879,3/29/2020,0.97,1.045726271,WestTex/NewMexico
8068,4/5/2020,1.2,1.106713467,Albany
8124,4/5/2020,1.07,1.114932289,Atlanta
8066,4/5/2020,1.2,1.135493612,Baltimore/Washington
8145,4/5/2020,1.26,1.128020763,Boise
8070,4/5/2020,1.52,1.052860279,Boston
8107,4/5/2020,1.19,1.104947038,Buffalo/Rochester
8075,4/5/2020,1.27,1.10646883,Charlotte
8080,4/5/2020,1.5,1.108093691,Chicago
7981,4/5/2020,0.83,1.119272909,Cincinnati/Dayton
8036,4/5/2020,0.95,1.136225004,Columbus
8095,4/5/2020,0.9,1.11656208,Dallas/FtWorth
8093,4/5/2020,1.09,1.159178667,Denver
8064,4/5/2020,1.03,1.181071434,Detroit
7971,4/5/2020,1.27,1.142948208,GrandRapids
8137,4/5/2020,1.08,1.153950033,GreatLakes
7995,4/5/2020,1.14,1.107428284,Harrisburg/Scranton
8153,4/5/2020,1.51,1.144808998,Hartford/Springfield
8106,4/5/2020,0.86,1.129798889,Houston
8134,4/5/2020,0.94,1.094636583,Indianapolis
8008,4/5/2020,1.26,1.099180298,Jacksonville
8131,4/5/2020,1.04,1.113976245,LasVegas
8116,4/5/2020,1.29,1.124959135,LosAngeles
8123,4/5/2020,0.9,1.12915782,Louisville
8040,4/5/2020,1.29,1.108464527,Miami/FtLauderdale
8057,4/5/2020,0.97,1.1472016,Nashville
8082,4/5/2020,0.99,1.157286458,NewOrleans/Mobile
8143,4/5/2020,1.57,1.118364334,NewYork
8049,4/5/2020,1.3,1.122377234,NorthernNewEngland
8011,4/5/2020,1.19,1.114839973,Orlando
8002,4/5/2020,1.33,1.13693337,Philadelphia
8048,4/5/2020,0.93,1.095085835,Phoenix/Tucson
8039,4/5/2020,1.33,1.126293201,Pittsburgh
8041,4/5/2020,1.17,1.108262429,Plains
8085,4/5/2020,1.28,1.166105332,Portland
8139,4/5/2020,1.14,1.137679186,Raleigh/Greensboro
8077,4/5/2020,1.01,1.172599268,Richmond/Norfolk
8154,4/5/2020,0.98,1.123669653,Roanoke
8129,4/5/2020,1.4,1.169339581,Sacramento
8063,4/5/2020,1.33,1.119060898,SanDiego
8003,4/5/2020,1.34,1.148806057,SanFrancisco
8132,4/5/2020,1.6,1.122358141,Seattle
8103,4/5/2020,1.16,1.101253939,SouthCarolina
8022,4/5/2020,0.91,1.177803669,SouthCentral
8013,4/5/2020,1.31,1.122267504,Spokane
7996,4/5/2020,1.27,1.147192841,StLouis
7990,4/5/2020,1.2,1.103432589,Syracuse
8112,4/5/2020,1.19,1.125608072,Tampa
8083,4/5/2020,0.94,1.088314533,WestTex/NewMexico
8037,4/12/2020,1.22,1.140273886,Albany
7980,4/12/2020,1.08,1.156730518,Atlanta
8146,4/12/2020,1.34,1.147922449,Baltimore/Washington
8061,4/12/2020,1.31,1.14115078,Boise
8094,4/12/2020,1.46,1.161156845,Boston
8054,4/12/2020,1.14,1.136157551,Buffalo/Rochester
8156,4/12/2020,1.26,1.09523396,Charlotte
8117,4/12/2020,1.67,1.131206179,Chicago
7993,4/12/2020,1.08,1.134482808,Cincinnati/Dayton
8027,4/12/2020,1.08,1.113479943,Columbus
8006,4/12/2020,0.9,1.182759027,Dallas/FtWorth
8114,4/12/2020,1.15,1.110830588,Denver
8032,4/12/2020,1.22,1.159153385,Detroit
8099,4/12/2020,1.67,1.111614013,GrandRapids
7992,4/12/2020,1.25,1.103761306,GreatLakes
8100,4/12/2020,1.13,1.115080414,Harrisburg/Scranton
8026,4/12/2020,1.49,1.075148115,Hartford/Springfield
8149,4/12/2020,0.86,1.158966446,Houston
8073,4/12/2020,1.01,1.144175062,Indianapolis
8046,4/12/2020,1.3,1.138669062,Jacksonville
8004,4/12/2020,1.14,1.115192976,LasVegas
8031,4/12/2020,1.33,1.139777584,LosAngeles
8033,4/12/2020,1.04,1.114368114,Louisville
8016,4/12/2020,1.31,1.104627447,Miami/FtLauderdale
8021,4/12/2020,0.99,1.17227354,Nashville
8140,4/12/2020,1.02,1.087498064,NewOrleans/Mobile
8101,4/12/2020,1.56,1.137885532,NewYork
8102,4/12/2020,1.29,1.129996948,NorthernNewEngland
8053,4/12/2020,1.2,1.086399298,Orlando
8034,4/12/2020,1.34,1.116069136,Philadelphia
7977,4/12/2020,0.98,1.097915573,Phoenix/Tucson
7968,4/12/2020,1.32,1.07673306,Pittsburgh
8050,4/12/2020,1.2,1.106840243,Plains
8078,4/12/2020,1.38,1.126163225,Portland
8052,4/12/2020,1.18,1.107708693,Raleigh/Greensboro
8018,4/12/2020,1.02,1.112628698,Richmond/Norfolk
8098,4/12/2020,1.02,1.102204475,Roanoke
8007,4/12/2020,1.43,1.100365715,Sacramento
8005,4/12/2020,1.37,1.115364599,SanDiego
8062,4/12/2020,1.65,1.140925865,SanFrancisco
8019,4/12/2020,1.66,1.119837713,Seattle
7998,4/12/2020,1.17,1.107294216,SouthCarolina
7979,4/12/2020,0.92,1.113783536,SouthCentral
8088,4/12/2020,1.43,1.111744566,Spokane
7989,4/12/2020,1.25,1.111767225,StLouis
8087,4/12/2020,1.18,1.133817978,Syracuse
8120,4/12/2020,1.2,1.115867825,Tampa
8051,4/12/2020,0.95,1.128597736,WestTex/NewMexico
8000,4/19/2020,1.38,1.105568595,Albany
7973,4/19/2020,1.07,1.120455704,Atlanta
8150,4/19/2020,1.4,1.102424459,Baltimore/Washington
8056,4/19/2020,1.46,1.108374414,Boise
8151,4/19/2020,1.48,1.115976295,Boston
8071,4/19/2020,1.15,1.127203088,Buffalo/Rochester
8092,4/19/2020,1.22,1.176208181,Charlotte
8111,4/19/2020,1.66,1.102112002,Chicago
8148,4/19/2020,1.24,1.170523424,Cincinnati/Dayton
8072,4/19/2020,1.15,1.111673756,Columbus
8024,4/19/2020,0.82,1.116022139,Dallas/FtWorth
8020,4/19/2020,1.15,1.062241125,Denver
7987,4/19/2020,1.18,1.100467892,Detroit
7974,4/19/2020,1.6,1.1248664,GrandRapids
8060,4/19/2020,1.27,1.119996381,GreatLakes
8045,4/19/2020,1.2,1.117672911,Harrisburg/Scranton
8142,4/19/2020,1.53,1.093110542,Hartford/Springfield
8079,4/19/2020,0.8,1.070621028,Houston
8009,4/19/2020,1.12,1.142121773,Indianapolis
8035,4/19/2020,1.26,1.138951988,Jacksonville
8090,4/19/2020,1.01,1.065315132,LasVegas
7969,4/19/2020,1.24,1.102917719,LosAngeles
8012,4/19/2020,1.08,1.145051537,Louisville
7986,4/19/2020,1.26,1.099018221,Miami/FtLauderdale
8157,4/19/2020,0.99,1.159431381,Nashville
8159,4/19/2020,0.93,1.105103292,NewOrleans/Mobile
8105,4/19/2020,1.55,1.08583806,NewYork
8015,4/19/2020,1.35,1.103554802,NorthernNewEngland
8030,4/19/2020,1.17,1.071642532,Orlando
8152,4/19/2020,1.36,1.117861109,Philadelphia
8044,4/19/2020,0.89,1.150425515,Phoenix/Tucson
8141,4/19/2020,0.91,1.07898231,Pittsburgh
8086,4/19/2020,1.12,1.074247198,Plains
8029,4/19/2020,1.26,1.145044928,Portland
8104,4/19/2020,1.14,1.120405664,Raleigh/Greensboro
8115,4/19/2020,1.04,1.159001274,Richmond/Norfolk
8010,4/19/2020,1.01,1.135958233,Roanoke
7991,4/19/2020,1.36,1.116911621,Sacramento
8076,4/19/2020,1.16,1.162747717,SanDiego
7978,4/19/2020,1.24,1.119675741,SanFrancisco
8096,4/19/2020,1.6,1.108147297,Seattle
7972,4/19/2020,1.16,1.109084301,SouthCarolina
8127,4/19/2020,0.85,1.17584836,SouthCentral
8109,4/19/2020,1.44,1.076431932,Spokane
7994,4/19/2020,1.2,1.154839201,StLouis
8119,4/19/2020,1.25,1.091646814,Syracuse
8043,4/19/2020,1.18,1.076526136,Tampa
7997,4/19/2020,0.84,1.118522949,WestTex/NewMexico
8042,4/26/2020,1.05,1.130846882,Albany
8059,4/26/2020,1.09,1.110107641,Atlanta
8074,4/26/2020,1.41,1.128334217,Baltimore/Washington
8138,4/26/2020,1.41,1.140651278,Boise
8017,4/26/2020,1.42,1.101021261,Boston
8014,4/26/2020,1.18,1.177185574,Buffalo/Rochester
8136,4/26/2020,1.19,1.151340122,Charlotte
8144,4/26/2020,1.61,1.135285797,Chicago
8081,4/26/2020,1.27,1.123661785,Cincinnati/Dayton
8001,4/26/2020,1.18,1.095605583,Columbus
7976,4/26/2020,0.9,1.130802612,Dallas/FtWorth
8126,4/26/2020,1.16,1.103231382,Denver
8055,4/26/2020,1.13,1.105912523,Detroit
8058,4/26/2020,1.64,1.183923988,GrandRapids
8135,4/26/2020,1.27,1.133186035,GreatLakes
8065,4/26/2020,1.14,1.114253454,Harrisburg/Scranton
7999,4/26/2020,1.37,1.116153688,Hartford/Springfield
8158,4/26/2020,0.92,1.181417093,Houston
7975,4/26/2020,1.18,1.111199064,Indianapolis
8038,4/26/2020,1.23,1.087367878,Jacksonville
8125,4/26/2020,0.92,1.129610481,LasVegas
7970,4/26/2020,1.28,1.16404407,LosAngeles
8130,4/26/2020,1.09,1.104340744,Louisville
8133,4/26/2020,1.23,1.066076632,Miami/FtLauderdale
8091,4/26/2020,1.02,1.114680362,Nashville
8108,4/26/2020,0.98,1.11535264,NewOrleans/Mobile
8023,4/26/2020,1.25,1.16266264,NewYork
8047,4/26/2020,1.27,1.134684067,NorthernNewEngland
8121,4/26/2020,1.16,1.147253265,Orlando
7983,4/26/2020,1.17,1.106486034,Philadelphia
7982,4/26/2020,0.77,1.157385068,Phoenix/Tucson
7985,4/26/2020,1.31,1.114746923,Pittsburgh
8122,4/26/2020,1.12,1.130770197,Plains
8089,4/26/2020,1.36,1.171556101,Portland
8025,4/26/2020,1.14,1.101079903,Raleigh/Greensboro
7984,4/26/2020,1.04,1.133473997,Richmond/Norfolk
8110,4/26/2020,1,1.176610174,Roanoke
8118,4/26/2020,1.46,1.120110674,Sacramento
8128,4/26/2020,1.24,1.170048103,SanDiego
8113,4/26/2020,1.59,1.157010298,SanFrancisco
8069,4/26/2020,1.44,1.092365985,Seattle
7988,4/26/2020,1.15,1.117267561,SouthCarolina
8147,4/26/2020,0.94,1.108178349,SouthCentral
8084,4/26/2020,1.31,1.122094727,Spokane
8155,4/26/2020,1.05,1.113601685,StLouis
8067,4/26/2020,1.14,1.111997437,Syracuse
8028,4/26/2020,1.17,1.137935257,Tampa
8097,4/26/2020,0.91,1.064323473,WestTex/NewMexico
8357,5/3/2020,1.24,1.201862969,Albany
8313,5/3/2020,0.99,1.188999987,Atlanta
8176,5/3/2020,1.2,1.158679533,Baltimore/Washington
8204,5/3/2020,1.27,1.20071537,Boise
8198,5/3/2020,1.46,1.149080172,Boston
8379,5/3/2020,1.16,1.21977006,Buffalo/Rochester
8297,5/3/2020,0.95,1.202705193,Charlotte
8188,5/3/2020,0.87,1.165286713,Chicago
8332,5/3/2020,1.03,1.159831591,Cincinnati/Dayton
8195,5/3/2020,0.95,1.18235929,Columbus
8342,5/3/2020,0.87,1.190765209,Dallas/FtWorth
8224,5/3/2020,1.15,1.143919935,Denver
8345,5/3/2020,1.03,1.170201001,Detroit
8293,5/3/2020,1.55,1.193267908,GrandRapids
8183,5/3/2020,0.99,1.18274261,GreatLakes
8310,5/3/2020,1.17,1.181498289,Harrisburg/Scranton
8390,5/3/2020,1.45,1.214408827,Hartford/Springfield
8234,5/3/2020,0.85,1.142841101,Houston
8264,5/3/2020,1.01,1.17440362,Indianapolis
8317,5/3/2020,1.06,1.189807434,Jacksonville
8309,5/3/2020,1.02,1.149907551,LasVegas
8301,5/3/2020,1.11,1.21176178,LosAngeles
8334,5/3/2020,0.95,1.19723423,Louisville
8243,5/3/2020,1.08,1.19003623,Miami/FtLauderdale
8238,5/3/2020,0.93,1.179392233,Nashville
8305,5/3/2020,0.92,1.161258497,NewOrleans/Mobile
8230,5/3/2020,1.51,1.161552963,NewYork
8189,5/3/2020,1.3,1.187346225,NorthernNewEngland
8200,5/3/2020,1.03,1.145913954,Orlando
8296,5/3/2020,1.29,1.215397234,Philadelphia
8364,5/3/2020,0.77,1.170616264,Phoenix/Tucson
8266,5/3/2020,0.94,1.249444408,Pittsburgh
8160,5/3/2020,0.89,1.082240372,Plains
8358,5/3/2020,1.08,1.161756792,Portland
8308,5/3/2020,0.9,1.194291143,Raleigh/Greensboro
8273,5/3/2020,0.87,1.208056879,Richmond/Norfolk
8302,5/3/2020,0.9,1.176393862,Roanoke
8225,5/3/2020,0.97,1.206543636,Sacramento
8300,5/3/2020,1.03,1.151786489,SanDiego
8237,5/3/2020,1.03,1.17237236,SanFrancisco
8219,5/3/2020,1.36,1.245378532,Seattle
8271,5/3/2020,1.03,1.231475897,SouthCarolina
8369,5/3/2020,0.88,1.170773463,SouthCentral
8287,5/3/2020,1.19,1.155706024,Spokane
8366,5/3/2020,1.06,1.211836367,StLouis
8235,5/3/2020,1.21,1.165443964,Syracuse
8193,5/3/2020,1.02,1.152491341,Tampa
8316,5/3/2020,0.84,1.11155406,WestTex/NewMexico
8199,5/10/2020,1.12,1.163489809,Albany
8214,5/10/2020,1.04,1.167017107,Atlanta
8187,5/10/2020,1.14,1.186386089,Baltimore/Washington
8321,5/10/2020,1.22,1.150516415,Boise
8170,5/10/2020,1.43,1.167651987,Boston
8335,5/10/2020,1.11,1.184551997,Buffalo/Rochester
8162,5/10/2020,1.19,1.187082338,Charlotte
8248,5/10/2020,1.39,1.124566269,Chicago
8281,5/10/2020,1.02,1.137719364,Cincinnati/Dayton
8395,5/10/2020,0.97,1.155684414,Columbus
8172,5/10/2020,0.81,1.144811096,Dallas/FtWorth
8260,5/10/2020,1.04,1.182808437,Denver
8213,5/10/2020,1.03,1.146180515,Detroit
8192,5/10/2020,1.25,1.174432783,GrandRapids
8270,5/10/2020,1.09,1.201712589,GreatLakes
8220,5/10/2020,1.16,1.129203663,Harrisburg/Scranton
8363,5/10/2020,1.46,1.155503139,Hartford/Springfield
8329,5/10/2020,0.8,1.176403723,Houston
8217,5/10/2020,1,1.189818764,Indianapolis
8327,5/10/2020,1.2,1.173715658,Jacksonville
8393,5/10/2020,1,1.185165005,LasVegas
8211,5/10/2020,1.17,1.166451464,LosAngeles
8207,5/10/2020,0.96,1.179502068,Louisville
8286,5/10/2020,1.24,1.202709913,Miami/FtLauderdale
8347,5/10/2020,0.95,1.185055223,Nashville
8212,5/10/2020,0.95,1.184050083,NewOrleans/Mobile
8164,5/10/2020,1.5,1.175311408,NewYork
8275,5/10/2020,1.09,1.22304265,NorthernNewEngland
8163,5/10/2020,1.12,1.197955656,Orlando
8292,5/10/2020,1.24,1.179661312,Philadelphia
8346,5/10/2020,0.74,1.174486599,Phoenix/Tucson
8320,5/10/2020,1.05,1.167975039,Pittsburgh
8371,5/10/2020,1.04,1.170692792,Plains
8221,5/10/2020,1.21,1.191439638,Portland
8290,5/10/2020,1.09,1.20423564,Raleigh/Greensboro
8257,5/10/2020,0.98,1.210977621,Richmond/Norfolk
8165,5/10/2020,0.98,1.176787148,Roanoke
8181,5/10/2020,1.37,1.185294876,Sacramento
8289,5/10/2020,1.16,1.181266451,SanDiego
8288,5/10/2020,1.57,1.209431124,SanFrancisco
8279,5/10/2020,1.48,1.125957875,Seattle
8194,5/10/2020,1.15,1.193621645,SouthCarolina
8173,5/10/2020,0.84,1.147891502,SouthCentral
8269,5/10/2020,1.26,1.174639497,Spokane
8167,5/10/2020,1.04,1.142882853,StLouis
8263,5/10/2020,1.13,1.176687069,Syracuse
8180,5/10/2020,1.1,1.183373451,Tampa
8291,5/10/2020,0.85,1.1456283,WestTex/NewMexico
8331,5/17/2020,1.46,1.172471547,Albany
8328,5/17/2020,1.02,1.199032917,Atlanta
8336,5/17/2020,1.31,1.170830898,Baltimore/Washington
8312,5/17/2020,1.25,1.192567883,Boise
8349,5/17/2020,1.5,1.217169065,Boston
8368,5/17/2020,1.17,1.194153194,Buffalo/Rochester
8333,5/17/2020,1.19,1.194941339,Charlotte
8375,5/17/2020,1.52,1.191743965,Chicago
8232,5/17/2020,1.23,1.186268177,Cincinnati/Dayton
8222,5/17/2020,1.15,1.127120633,Columbus
8208,5/17/2020,0.88,1.176686649,Dallas/FtWorth
8228,5/17/2020,1.14,1.157984858,Denver
8385,5/17/2020,1.29,1.131611633,Detroit
8394,5/17/2020,1.41,1.171081305,GrandRapids
8256,5/17/2020,1.24,1.176272593,GreatLakes
8161,5/17/2020,1.18,1.191517792,Harrisburg/Scranton
8330,5/17/2020,1.52,1.157635107,Hartford/Springfield
8175,5/17/2020,0.94,1.175296669,Houston
8277,5/17/2020,1.15,1.168908529,Indianapolis
8254,5/17/2020,1.22,1.146941805,Jacksonville
8370,5/17/2020,1.01,1.221896257,LasVegas
8196,5/17/2020,1.22,1.2028016,LosAngeles
8268,5/17/2020,1.06,1.148999186,Louisville
8386,5/17/2020,1.24,1.169544353,Miami/FtLauderdale
8274,5/17/2020,0.99,1.173804512,Nashville
8325,5/17/2020,1.03,1.166528463,NewOrleans/Mobile
8255,5/17/2020,1.52,1.196850333,NewYork
8398,5/17/2020,1.33,1.166134443,NorthernNewEngland
8303,5/17/2020,1.14,1.178017044,Orlando
8382,5/17/2020,1.29,1.17061039,Philadelphia
8374,5/17/2020,0.92,1.200251799,Phoenix/Tucson
8171,5/17/2020,0.93,1.160151863,Pittsburgh
8186,5/17/2020,1.09,1.161364136,Plains
8278,5/17/2020,1.15,1.177529345,Portland
8299,5/17/2020,1.09,1.230342355,Raleigh/Greensboro
8318,5/17/2020,0.99,1.19991941,Richmond/Norfolk
8340,5/17/2020,0.94,1.16081769,Roanoke
8169,5/17/2020,1.36,1.190935364,Sacramento
8190,5/17/2020,1.19,1.167774305,SanDiego
8182,5/17/2020,1.59,1.170702233,SanFrancisco
8247,5/17/2020,1.51,1.188458261,Seattle
8226,5/17/2020,1.16,1.168851933,SouthCarolina
8295,5/17/2020,0.94,1.155444498,SouthCentral
8373,5/17/2020,1.3,1.187593327,Spokane
8294,5/17/2020,1.04,1.166654925,StLouis
8174,5/17/2020,1.31,1.228174772,Syracuse
8361,5/17/2020,1.12,1.165213385,Tampa
8259,5/17/2020,0.89,1.241211529,WestTex/NewMexico
8191,5/24/2020,1.4,1.20954998,Albany
8376,5/24/2020,0.96,1.187319002,Atlanta
8282,5/24/2020,1.28,1.187570353,Baltimore/Washington
8399,5/24/2020,1.28,1.16001895,Boise
8326,5/24/2020,1.48,1.144641466,Boston
8359,5/24/2020,1.16,1.134547901,Buffalo/Rochester
8202,5/24/2020,1.17,1.195940552,Charlotte
8367,5/24/2020,1.39,1.166886501,Chicago
8322,5/24/2020,1.21,1.185374289,Cincinnati/Dayton
8389,5/24/2020,1.07,1.184920578,Columbus
8360,5/24/2020,0.85,1.190662928,Dallas/FtWorth
8348,5/24/2020,1.12,1.221747608,Denver
8392,5/24/2020,1.12,1.165510578,Detroit
8209,5/24/2020,1.31,1.149689035,GrandRapids
8298,5/24/2020,1.16,1.201904459,GreatLakes
8239,5/24/2020,1.11,1.22954288,Harrisburg/Scranton
8245,5/24/2020,1.51,1.171703281,Hartford/Springfield
8396,5/24/2020,0.92,1.194002342,Houston
8311,5/24/2020,1.12,1.198152561,Indianapolis
8337,5/24/2020,1.06,1.167360144,Jacksonville
8377,5/24/2020,0.92,1.195239058,LasVegas
8218,5/24/2020,1.2,1.176861629,LosAngeles
8216,5/24/2020,0.82,1.16690486,Louisville
8276,5/24/2020,1.07,1.154771485,Miami/FtLauderdale
8258,5/24/2020,0.9,1.168860798,Nashville
8250,5/24/2020,0.93,1.234392967,NewOrleans/Mobile
8201,5/24/2020,1.5,1.182540355,NewYork
8262,5/24/2020,1.31,1.231436768,NorthernNewEngland
8355,5/24/2020,1.03,1.144158278,Orlando
8365,5/24/2020,1.23,1.194040947,Philadelphia
8203,5/24/2020,0.76,1.21628315,Phoenix/Tucson
8236,5/24/2020,1.29,1.181971931,Pittsburgh
8272,5/24/2020,1.08,1.187826843,Plains
8354,5/24/2020,1.17,1.161577826,Portland
8344,5/24/2020,1.1,1.160513887,Raleigh/Greensboro
8388,5/24/2020,1.01,1.147734671,Richmond/Norfolk
8341,5/24/2020,0.95,1.173774614,Roanoke
8242,5/24/2020,1.4,1.212048693,Sacramento
8261,5/24/2020,1.18,1.197279129,SanDiego
8241,5/24/2020,1.48,1.176394176,SanFrancisco
8223,5/24/2020,1.46,1.197435436,Seattle
8306,5/24/2020,1.09,1.149963255,SouthCarolina
8249,5/24/2020,0.89,1.184448824,SouthCentral
8378,5/24/2020,1.33,1.18805501,Spokane
8240,5/24/2020,1.03,1.209104662,StLouis
8307,5/24/2020,1.27,1.19982295,Syracuse
8383,5/24/2020,1.03,1.1912677,Tampa
8285,5/24/2020,0.84,1.173760924,WestTex/NewMexico
8267,5/31/2020,1.47,1.153445444,Albany
8178,5/31/2020,1.04,1.15622509,Atlanta
8314,5/31/2020,1.31,1.188444624,Baltimore/Washington
8338,5/31/2020,1.26,1.216388159,Boise
8197,5/31/2020,1.49,1.178290949,Boston
8229,5/31/2020,1.15,1.199913483,Buffalo/Rochester
8246,5/31/2020,1.2,1.189583464,Charlotte
8304,5/31/2020,1.06,1.172493525,Chicago
8205,5/31/2020,1.06,1.199000082,Cincinnati/Dayton
8179,5/31/2020,0.91,1.170519753,Columbus
8323,5/31/2020,0.75,1.205617647,Dallas/FtWorth
8372,5/31/2020,1.01,1.188173027,Denver
8177,5/31/2020,1.06,1.174308577,Detroit
8387,5/31/2020,1.53,1.154648275,GrandRapids
8283,5/31/2020,1.06,1.184982314,GreatLakes
8252,5/31/2020,1.1,1.149511328,Harrisburg/Scranton
8227,5/31/2020,1.4,1.1768503,Hartford/Springfield
8253,5/31/2020,0.81,1.176786833,Houston
8397,5/31/2020,1.04,1.178657169,Indianapolis
8231,5/31/2020,1.18,1.184756351,Jacksonville
8353,5/31/2020,1.04,1.175614529,LasVegas
8265,5/31/2020,1.09,1.182161074,LosAngeles
